AP_MAC;AP_name;AP_address;AP_location
"	0425-c5de-2040";"	MSK-O41-FL14-AP..2040";"	10.17.194.66";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2600";"	MSK-O41-FL14-AP..2600";"	10.17.194.67";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0006-f4ca-38b0";"	MSK-O41-FL14-AP..38b0";"	10.17.194.68";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2660";"	MSK-O41-FL14-AP..2660";"	10.17.194.69";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-1f40";"	MSK-O41-CG-AP..1f40";"	10.17.194.7";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2560";"	MSK-O41-FL14-AP..2560";"	10.17.194.70";г. Москва, пер. Оружейный, дом 41, этаж 14
"	bc62-0e2f-99e0";"	MSK-O41-FL14-AP..99e0";"	10.17.194.71";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2760";"	MSK-O41-FL14-AP..2760";"	10.17.194.72";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0006-f4c9-cab0";"	MSK-O41-FL14-AP..cab0";"	10.17.194.73";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-22e0";"	MSK-O41-FL14-AP..22e0";"	10.17.194.74";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0006-f4ca-66d0";"	MSK-O41-FL14-AP..66d0";"	10.17.194.75";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2820";"	MSK-O41-FL14-AP..2820";"	10.17.194.76";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-20e0";"	MSK-O41-FL14-AP..20e0";"	10.17.194.77";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-26c0";"	MSK-O41-FL14-AP..26c0";"	10.17.194.78";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2780";"	MSK-O41-FL14-AP..2780";"	10.17.194.79";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-3380";"	MSK-O41-CG-AP..3380";"	10.17.194.8";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-8e80";"	MSK-O41-FL14-AP..8e80";"	10.17.194.80";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-22c0";"	MSK-O41-FL14-AP..22c0";"	10.17.194.81";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2280";"	MSK-O41-FL14-AP..2280";"	10.17.194.82";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0006-f4c9-dd30";"	MSK-O41-FL14-AP..dd30";"	10.17.194.83";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2480";"	MSK-O41-FL14-AP..2480";"	10.17.194.84";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2320";"	MSK-O41-FL14-AP..2320";"	10.17.194.85";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2620";"	MSK-O41-FL14-AP..2620";"	10.17.194.86";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2340";"	MSK-O41-FL14-AP..2340";"	10.17.194.87";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-2880";"	MSK-O41-FL14-AP..2880";"	10.17.194.88";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-23e0";"	MSK-O41-FL14-AP..23e0";"	10.17.194.89";г. Москва, пер. Оружейный, дом 41, этаж 14
"	0425-c5de-32c0";"	MSK-O41-CG-AP..32c0";"	10.17.194.9";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2160";"	MSK-O41-CG-AP..2160";"	10.17.195.1";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-cbb0";"	MSK-O41-CG-AP..cbb0";"	10.17.195.10";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2240";"	MSK-O41-CG-AP..2240";"	10.17.195.106";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2a20";"	MSK-O41-CG-AP..2a20";"	10.17.195.109";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6570";"	MSK-O41-CG-AP..6570";"	10.17.195.11";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6390";"	MSK-O41-CG-AP..6390";"	10.17.195.110";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3350";"	MSK-O41-CG-AP..3350";"	10.17.195.12";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3470";"	MSK-O41-CG-AP..3470";"	10.17.195.129";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2ae0";"	MSK-O41-CG-AP..2ae0";"	10.17.195.13";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e8b0";"	MSK-O41-CG-AP..e8b0";"	10.17.195.130";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3490";"	MSK-O41-CG-AP..3490";"	10.17.195.131";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-eeb0";"	MSK-O41-CG-AP..eeb0";"	10.17.195.132";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-34f0";"	MSK-O41-CG-AP..34f0";"	10.17.195.133";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e790";"	MSK-O41-CG-AP..e790";"	10.17.195.134";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-dd50";"	MSK-O41-CG-AP..dd50";"	10.17.195.135";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3870";"	MSK-O41-CG-AP..3870";"	10.17.195.136";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3530";"	MSK-O41-CG-AP..3530";"	10.17.195.137";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3590";"	MSK-O41-CG-AP..3590";"	10.17.195.138";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3930";"	MSK-O41-CG-AP..3930";"	10.17.195.139";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2080";"	MSK-O41-CG-AP..2080";"	10.17.195.14";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-37d0";"	MSK-O41-CG-AP..37d0";"	10.17.195.140";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-ddf0";"	MSK-O41-CG-AP..ddf0";"	10.17.195.141";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-34b0";"	MSK-O41-CG-AP..34b0";"	10.17.195.142";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3510";"	MSK-O41-CG-AP..3510";"	10.17.195.143";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-dc30";"	MSK-O41-CG-AP..dc30";"	10.17.195.144";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3970";"	MSK-O41-CG-AP..3970";"	10.17.195.145";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-ddd0";"	MSK-O41-CG-AP..ddd0";"	10.17.195.146";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-efb0";"	MSK-O41-CG-AP..efb0";"	10.17.195.147";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3790";"	MSK-O41-CG-AP..3790";"	10.17.195.148";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-fd10";"	MSK-O41-CG-AP..fd10";"	10.17.195.149";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2140";"	MSK-O41-CG-AP..2140";"	10.17.195.15";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-37b0";"	MSK-O41-CG-AP..37b0";"	10.17.195.150";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3810";"	MSK-O41-CG-AP..3810";"	10.17.195.151";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e750";"	MSK-O41-CG-AP..e750";"	10.17.195.152";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-65d0";"	MSK-O41-CG-AP..65d0";"	10.17.195.16";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-21c0";"	MSK-O41-CG-AP..21c0";"	10.17.195.17";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-31a0";"	MSK-O41-CG-AP..31a0";"	10.17.195.18";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-30b0";"	MSK-O41-CG-AP..30b0";"	10.17.195.19";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6810";"	MSK-O41-CG-AP..6810";"	10.17.195.193";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-67d0";"	MSK-O41-CG-AP..67d0";"	10.17.195.194";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1e80";"	MSK-O41-CG-AP..1e80";"	10.17.195.198";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1e00";"	MSK-O41-CG-AP..1e00";"	10.17.195.199";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-21a0";"	MSK-O41-CG-AP..21a0";"	10.17.195.2";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2b20";"	MSK-O41-CG-AP..2b20";"	10.17.195.20";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1ba0";"	MSK-O41-CG-AP..1ba0";"	10.17.195.200";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2960";"	MSK-O41-CG-AP..2960";"	10.17.195.201";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2a60";"	MSK-O41-CG-AP..2a60";"	10.17.195.202";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6510";"	MSK-O41-CG-AP..6510";"	10.17.195.203";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6790";"	MSK-O41-CG-AP..6790";"	10.17.195.204";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2940";"	MSK-O41-CG-AP..2940";"	10.17.195.205";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-eef0";"	MSK-O41-CG-AP..eef0";"	10.17.195.206";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3290";"	MSK-O41-CG-AP..3290";"	10.17.195.207";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-20c0";"	MSK-O41-CG-AP..20c0";"	10.17.195.208";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2a00";"	MSK-O41-CG-AP..2a00";"	10.17.195.209";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-29e0";"	MSK-O41-CG-AP..29e0";"	10.17.195.210";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2060";"	MSK-O41-CG-AP..2060";"	10.17.195.3";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2120";"	MSK-O41-CG-AP..2120";"	10.17.195.4";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2a80";"	MSK-O41-CG-AP..2a80";"	10.17.195.5";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-3240";"	MSK-O41-CG-AP..3240";"	10.17.195.6";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2d60";"	MSK-O41-CG-AP..2d60";"	10.17.195.65";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1e20";"	MSK-O41-CG-AP..1e20";"	10.17.195.66";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2220";"	MSK-O41-CG-AP..2220";"	10.17.195.67";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1e60";"	MSK-O41-CG-AP..1e60";"	10.17.195.68";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2200";"	MSK-O41-CG-AP..2200";"	10.17.195.69";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-29a0";"	MSK-O41-CG-AP..29a0";"	10.17.195.7";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2180";"	MSK-O41-CG-AP..2180";"	10.17.195.70";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2260";"	MSK-O41-CG-AP..2260";"	10.17.195.71";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-21e0";"	MSK-O41-CG-AP..21e0";"	10.17.195.72";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-d110";"	MSK-O41-CG-AP..d110";"	10.17.195.73";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6430";"	MSK-O41-CG-AP..6430";"	10.17.195.74";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-d130";"	MSK-O41-CG-AP..d130";"	10.17.195.75";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1ea0";"	MSK-O41-CG-AP..1ea0";"	10.17.195.76";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2980";"	MSK-O41-CG-AP..2980";"	10.17.195.77";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1d40";"	MSK-O41-CG-AP..1d40";"	10.17.195.78";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-f030";"	MSK-O41-CG-AP..f030";"	10.17.195.79";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-31e0";"	MSK-O41-CG-AP..31e0";"	10.17.195.8";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-63b0";"	MSK-O41-CG-AP..63b0";"	10.17.195.80";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1d00";"	MSK-O41-CG-AP..1d00";"	10.17.195.81";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2ba0";"	MSK-O41-CG-AP..2ba0";"	10.17.195.82";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2100";"	MSK-O41-CG-AP..2100";"	10.17.195.83";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e910";"	MSK-O41-CG-AP..e910";"	10.17.195.9";г. Москва, пер. Оружейный, дом 41,
"	0006-f4cb-0cb0";"	MSK-O41-CG-AP..-0cb0";"	10.17.196.1";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-64d0";"	MSK-O41-CG-AP..64d0";"	10.17.196.10";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6410";"	MSK-O41-CG-AP..6410";"	10.17.196.11";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1b60";"	MSK-O41-CG-AP..1b60";"	10.17.196.12";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-ca80";"	MSK-O41-CG-AP..ca80";"	10.17.196.129";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1c00";"	MSK-O41-CG-AP..1c00";"	10.17.196.13";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-34d0";"	MSK-O41-CG-AP..34d0";"	10.17.196.130";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-32f0";"	MSK-O41-CG-AP..32f0";"	10.17.196.131";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-cf20";"	MSK-O41-CG-AP..cf20";"	10.17.196.132";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3450";"	MSK-O41-CG-AP..3450";"	10.17.196.133";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-efd0";"	MSK-O41-CG-AP..efd0";"	10.17.196.134";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c7e0";"	MSK-O41-CG-AP..c7e0";"	10.17.196.135";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2e00";"	MSK-O41-CG-AP..2e00";"	10.17.196.136";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c8e0";"	MSK-O41-CG-AP..c8e0";"	10.17.196.137";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2e80";"	MSK-O41-CG-AP..2e80";"	10.17.196.138";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2ec0";"	MSK-O41-CG-AP..2ec0";"	10.17.196.139";г. Москва, пер. Оружейный, дом 41,
"	0006-f4cb-0d30";"	MSK-O41-CG-AP..-0d30";"	10.17.196.14";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-32d0";"	MSK-O41-CG-AP..32d0";"	10.17.196.140";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c980";"	MSK-O41-CG-AP..c980";"	10.17.196.141";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c6c0";"	MSK-O41-CG-AP..c6c0";"	10.17.196.142";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-ca20";"	MSK-O41-CG-AP..ca20";"	10.17.196.143";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3150";"	MSK-O41-CG-AP..3150";"	10.17.196.144";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1ca0";"	MSK-O41-CG-AP..1ca0";"	10.17.196.15";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1cc0";"	MSK-O41-CG-AP..1cc0";"	10.17.196.16";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e770";"	MSK-O41-CG-AP..e770";"	10.17.196.17";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2ea0";"	MSK-O41-CG-AP..2ea0";"	10.17.196.18";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1bc0";"	MSK-O41-CG-AP..1bc0";"	10.17.196.19";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2aa0";"	MSK-O41-CG-AP..2aa0";"	10.17.196.2";г. Москва, пер. Оружейный, дом 41,
"	0006-f4cb-0c10";"	MSK-O41-CG-AP..-0c10";"	10.17.196.3";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1ce0";"	MSK-O41-CG-AP..1ce0";"	10.17.196.4";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2ac0";"	MSK-O41-CG-AP..2ac0";"	10.17.196.5";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1c20";"	MSK-O41-CG-AP..1c20";"	10.17.196.6";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-65f0";"	MSK-O41-CG-AP..65f0";"	10.17.196.65";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-63d0";"	MSK-O41-CG-AP..63d0";"	10.17.196.67";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2740";"	MSK-O41-CG-AP..2740";"	10.17.196.68";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6230";"	MSK-O41-CG-AP..6230";"	10.17.196.69";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1b80";"	MSK-O41-CG-AP..1b80";"	10.17.196.7";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-68d0";"	MSK-O41-CG-AP..68d0";"	10.17.196.70";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-26a0";"	MSK-O41-CG-AP..26a0";"	10.17.196.71";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6630";"	MSK-O41-CG-AP..6630";"	10.17.196.72";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2460";"	MSK-O41-CG-AP..2460";"	10.17.196.73";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1fa0";"	MSK-O41-CG-AP..1fa0";"	10.17.196.74";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1fc0";"	MSK-O41-CG-AP..1fc0";"	10.17.196.75";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2700";"	MSK-O41-CG-AP..2700";"	10.17.196.76";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-d1d0";"	MSK-O41-CG-AP..d1d0";"	10.17.196.77";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2680";"	MSK-O41-CG-AP..2680";"	10.17.196.78";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1ec0";"	MSK-O41-CG-AP..1ec0";"	10.17.196.79";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2b00";"	MSK-O41-CG-AP..2b00";"	10.17.196.8";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-22a0";"	0425-c5de-22a0";"	10.17.196.80";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1c60";"	MSK-O41-CG-AP..1c60";"	10.17.196.9";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c7a0";"	MSK-O41-CG-AP..c7a0";"	10.17.197.1";г. Москва, пер. Оружейный, дом 41,
"	04b0-e74a-3180";"	MSK-O41-CG-AP..3180";"	10.17.197.10";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c880";"	MSK-O41-CG-AP..c880";"	10.17.197.11";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-65e0";"	MSK-O41-CG-AP..65e0";"	10.17.197.129";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-ccc0";"	MSK-O41-CG-AP..ccc0";"	10.17.197.13";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3550";"	MSK-O41-CG-AP..3550";"	10.17.197.130";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-9a00";"	MSK-O41-CG-AP..9a00";"	10.17.197.131";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c700";"	MSK-O41-CG-AP..c700";"	10.17.197.132";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-9aa0";"	MSK-O41-CG-AP..9aa0";"	10.17.197.133";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-62e0";"	MSK-O41-CG-AP..62e0";"	10.17.197.134";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-9a80";"	MSK-O41-CG-AP..9a80";"	10.17.197.135";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-d190";"	MSK-O41-CG-AP..d190";"	10.17.197.136";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-e7d0";"	MSK-O41-CG-AP..e7d0";"	10.17.197.137";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-9960";"	MSK-O41-CG-AP..9960";"	10.17.197.138";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6590";"	MSK-O41-CG-AP..6590";"	10.17.197.139";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-d030";"	MSK-O41-CG-AP..d030";"	10.17.197.140";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-9a40";"	MSK-O41-CG-AP..9a40";"	10.17.197.141";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-ef90";"	MSK-O41-CG-AP..ef90";"	10.17.197.142";г. Москва, пер. Оружейный, дом 41,
"	bc62-0e2f-99c0";"	MSK-O41-CG-AP..99c0";"	10.17.197.143";г. Москва, пер. Оружейный, дом 41,
"	d494-e804-82c0";"	MSK-O41-CG-AP..82c0";"	10.17.197.144";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-6330";"	MSK-O41-CG-AP..6330";"	10.17.197.146";г. Москва, пер. Оружейный, дом 41,
"	0006-f4c9-ef10";"	MSK-O41-FL03-AP..ef10";"	10.17.197.193";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-3570";"	MSK-O41-FL03-AP..3570";"	10.17.197.194";г. Москва, пер. Оружейный, дом 41,
"	0006-f4ca-35b0";"	MSK-O41-FL03-AP..35b0";"	10.17.197.195";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1c40";"	MSK-O41-FL03-AP..1c40";"	10.17.197.196";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-27c0";"	MSK-O41-FL03-AP..27c0";"	10.17.197.197";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-28c0";"	MSK-O41-FL03-AP..28c0";"	10.17.197.198";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2380";"	MSK-O41-FL03-AP..2380";"	10.17.197.199";г. Москва, пер. Оружейный, дом 41,
"	04b0-e74a-28a0";"	MSK-BA8-AP..28a0";"	10.17.197.2";г. Москва, ул. Большая Андроньевская, дом 8
"	0425-c5de-28a0";"	MSK-O41-FL03-AP..28a0";"	10.17.197.200";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1de0";"	MSK-O41-FL03-AP..1de0";"	10.17.197.201";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2900";"	MSK-O41-FL03-AP..2900";"	10.17.197.202";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2860";"	MSK-O41-FL03-AP..2860";"	10.17.197.203";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-26e0";"	MSK-O41-FL03-AP..26e0";"	10.17.197.204";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2580";"	MSK-O41-FL03-AP..2580";"	10.17.197.205";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1da0";"	MSK-O41-FL03-AP..1da0";"	10.17.197.206";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1f80";"	MSK-O41-FL03-AP..1f80";"	10.17.197.207";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-25a0";"	MSK-O41-FL03-AP..25a0";"	10.17.197.208";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-28e0";"	MSK-O41-FL03-AP..28e0";"	10.17.197.209";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2920";"	MSK-O41-FL03-AP..2920";"	10.17.197.210";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2720";"	MSK-O41-FL03-AP..2720";"	10.17.197.211";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-1d20";"	MSK-O41-FL03-AP..1d20";"	10.17.197.212";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-cd00";"	MSK-O41-CG-AP..cd00";"	10.17.197.3";г. Москва, пер. Оружейный, дом 41,
"	04b0-e74a-3140";"	MSK-KNP-CG-AP..3140";"	10.17.197.4";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-cba0";"	MSK-KNP-CG-AP..cba0";"	10.17.197.5";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-cd60";"	MSK-O41-CG-AP..cd60";"	10.17.197.6";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-30e0";"	MSK-BA8-AP..30e0";"	10.17.197.7";г. Москва, пер. Оружейный, дом 41,
"	0425-c5de-2800";"	MSK-O41-CG-AP..2800";"	10.17.197.8";г. Москва, пер. Оружейный, дом 41,
"	c0bf-c0a6-c760";"	MSK-O41-CG-AP..c760";"	10.17.197.9";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-a460";"	MSK-O41-CG-AP..a460";"	10.17.198.1";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-a240";"	MSK-O41-CG-AP..a240";"	10.17.198.10";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9ce0";"	MSK-O41-CG-AP..9ce0";"	10.17.198.11";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-a720";"	MSK-O41-CG-AP..a720";"	10.17.198.12";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9d40";"	MSK-O41-CG-AP..9d40";"	10.17.198.13";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9ea0";"	MSK-O41-CG-AP..9ea0";"	10.17.198.14";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9f80";"	MSK-O41-CG-AP..9f80";"	10.17.198.15";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-a620";"	MSK-O41-CG-AP..a620";"	10.17.198.16";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9ca0";"	MSK-O41-CG-AP..9ca0";"	10.17.198.17";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-9ec0";"	MSK-O41-CG-AP..9ec0";"	10.17.198.18";г. Москва, пер. Оружейный, дом 41,
"	0425-c55a-a680";"	MSK-O41-CG-AP..a680";"	10.17.198.19";г. Москва, пер. Оружейный, дом 41,
