Total AP information:
fault : fault           [63]
idle  : idle            [9]
nor   : normal          [2303]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
1055  a8ca-7bb8-20e0 MSK-V19-A-07-Rafalovsky-Pereg       MSK-V19                 10.22.148.93    AP5030DN        nor    1   106D:14H:22M:7S  -
1056  a8ca-7bb8-1d80 MSK-CG-SivVr-2fl-1                  MSK-CG                  25.18.1.239     AP5030DN        nor    4   35D:6H:55M:24S   -
1057  bc62-0e2f-6e20 MSK-VOLG92-404                      MSK-CG                  -               AP5030DN        fault  0   -                -
1058  bc62-0e2f-98e0 MSK-V19-U1.340-Hranilishe           MSK-V19                 10.22.148.36    AP5030DN        nor    0   106D:14H:22M:2S  -
1059  bc62-0e2f-9920 MSK-V19-A-14_A14.62-2               MSK-V19                 10.22.148.220   AP5030DN        nor    3   106D:14H:21M:48S -
1060  bc62-0e2f-66a0 MSK-V19-A-14_A14.57-2               MSK-V19                 10.22.148.98    AP5030DN        nor    1   106D:14H:21M:46S -
1061  bc62-0e2f-66e0 MSK-V19-A-14_A14.63-2               MSK-V19                 10.22.148.243   AP5030DN        nor    2   106D:14H:22M:40S -
1062  bc62-0e2f-6660 MSK-V19-A-14_A14.65-2               MSK-V19                 10.22.148.38    AP5030DN        nor    0   106D:14H:22M:37S -
1063  bc62-0e2f-6620 MSK-V19-A-14_A14.61-2               MSK-V19                 10.22.148.77    AP5030DN        nor    1   106D:14H:22M:50S -
1064  bc62-0e2f-6780 MSK-V19-A-14_A14.64-2               MSK-V19                 10.22.148.94    AP5030DN        nor    2   106D:14H:22M:48S -
1065  bc62-0e2f-98c0 MSK-V19-A-14_A14.59-2               MSK-V19                 10.22.148.86    AP5030DN        nor    1   106D:14H:22M:41S -
1066  bc62-0e2f-9a60 MSK-V19-A-14_A14.60-2               MSK-V19                 10.22.148.3     AP5030DN        nor    3   106D:14H:22M:54S -
1067  bc62-0e2f-7f00 MSK-V19-D-02-Ohrana_1.32            MSK-V19                 10.22.148.28    AP5030DN        nor    0   2H:44M:17S       -
1068  bc62-0e2f-65c0 MSK-V19-A-14_A14.59-1               MSK-V19                 10.22.148.99    AP5030DN        nor    1   106D:14H:22M:38S -
1069  bc62-0e2f-66c0 MSK-V19-A-14_A14.63-1               MSK-V19                 10.22.148.5     AP5030DN        nor    2   106D:14H:22M:45S -
1070  bc62-0e2f-9980 MSK-V19-A-14_A14.61-1               MSK-V19                 10.22.148.30    AP5030DN        nor    1   106D:14H:22M:48S -
1071  745a-aae4-2000 MSK-V19-B-10-10.18                  MSK-V19                 10.22.148.204   AP5130DN        nor    5   106D:14H:22M:37S -
1072  745a-aae4-47a0 MSK-V19-B-10-10.19                  MSK-V19                 10.22.148.6     AP5130DN        nor    1   106D:14H:22M:59S -
1073  745a-aae4-48a0 MSK-V19-B-10-10.9                   MSK-V19                 10.22.148.4     AP5130DN        nor    1   106D:14H:23M:2S  -
1074  a8ca-7ba9-d400 MSK-V19-B-10-10.20                  MSK-V19                 10.22.148.207   AP5130DN        nor    1   106D:14H:22M:52S -
1075  745a-aae4-3860 MSK-V19-B-10-10.22                  MSK-V19                 10.22.148.46    AP5130DN        nor    0   106D:14H:22M:58S -
1076  745a-aae4-4a20 MSK-V19-B-10-10.7                   MSK-V19                 10.22.148.134   AP5130DN        nor    3   106D:14H:22M:40S -
1077  745a-aae4-1840 MSK-V19-B-10-10.11                  MSK-V19                 10.22.148.70    AP5130DN        nor    0   106D:14H:22M:44S -
1078  745a-aae4-4720 MSK-V19-B-10-10.13                  MSK-V19                 10.22.148.10    AP5130DN        nor    3   106D:14H:22M:50S -
1079  745a-aae4-4580 MSK-V19-B-10-10.14                  MSK-V19                 10.22.148.206   AP5130DN        nor    4   106D:14H:22M:59S -
1080  745a-aae4-1680 MSK-V19-B-10-10.12                  MSK-V19                 10.22.148.144   AP5130DN        nor    2   106D:14H:22M:43S -
1081  04b0-e72d-c7c0 MSK-V23-10.232-e72d-c7c0            MSK-V19                 10.14.240.26    AP6050DN        nor    3   27D:22H:18M:13S  -
1082  04b0-e72d-c780 MSK-CG-AP.c780                      MSK-CG                  10.14.240.34    AP6050DN        nor    0   27D:22H:18M:7S   -
1083  04b0-e72d-9a80 MSK-V23-10.238-e72d-9a80            MSK-V19                 10.14.240.21    AP6050DN        nor    4   27D:22H:18M:4S   -
1084  04b0-e72d-b420 MSK-V23-10.211-e72d-b420            MSK-V19                 10.14.240.22    AP6050DN        nor    0   2D:15H:1M:34S    -
1085  04b0-e72d-cac0 MSK-V23-1.211-e72d-cac0             MSK-V23                 -               AP6050DN        fault  0   -                -
1086  04b0-e72d-94c0 MSK-V23-1.236-e72d-94c0             MSK-V23                 -               AP6050DN        fault  0   -                -
1087  04b0-e72d-c760 MSK-V23-1.305-e72d-c760             MSK-V19                 -               AP6050DN        fault  0   -                -
1088  04b0-e72d-6700 MSK-V23-1.206-e72d-6700             MSK-V23                 -               AP6050DN        fault  0   -                -
1089  0425-c5de-3040 MSK-O41-FL12-AP..3040               MSK-O41-FL12            10.17.193.197   AP6150DN        nor    0   17H:39M:17S      -
1090  0425-c55a-9f40 MSK-O41-FL12-AP..9f40               MSK-O41-FL12            10.17.193.200   AP6150DN        nor    1   17H:37M:31S      -
1091  d0d0-4bd3-7da0 MSK-O41-FL12-AP..7da0               MSK-O41-FL12            10.17.193.212   AP5130DN        nor    0   17H:37M:52S      -
1092  0006-f4c9-caf0 MSK-O41-FL12-AP..caf0               MSK-O41-FL12            10.17.193.199   AP5130DN        nor    0   17H:39M:1S       -
1093  d0d0-4bd3-7ce0 MSK-O41-FL12-AP..7ce0               MSK-O41-FL12            10.17.193.249   AP5130DN        nor    0   17H:38M:59S      -
1094  0425-c5de-2300 MSK-O41-FL12-AP..2300               MSK-O41-FL12            10.17.193.213   AP6150DN        nor    0   17H:39M:23S      -
1095  0425-c55a-9cc0 MSK-O41-FL12-AP..9cc0               MSK-O41-FL12            10.17.193.214   AP6150DN        nor    0   17H:39M:19S      -
1096  0425-c5de-2360 MSK-O41-FL12-AP..2360               MSK-O41-FL12            10.17.193.205   AP6150DN        nor    0   17H:39M:5S       -
1097  0425-c55a-9c40 MSK-O41-FL12-AP..9c40               MSK-O41-FL12            10.17.193.206   AP6150DN        nor    0   17H:39M:22S      -
1098  0425-c5de-3200 MSK-O41-FL12-AP..3200               MSK-O41-FL12            10.17.193.196   AP6150DN        nor    0   17H:39M:15S      -
1099  0425-c5de-30c0 MSK-O41-FL12-AP..30c0               MSK-O41-FL12            10.17.193.224   AP6150DN        nor    0   17H:39M:19S      -
1100  d494-e804-82c0 MSK-O41-CG-AP..82c0                 MSK-O41-CG              10.17.197.144   AP5130DN        nor    0   19H:50M:57S      -
1101  0425-c55a-a7c0 MSK-O41-FL12-AP..a7c0               MSK-O41-FL12            10.17.193.215   AP6150DN        nor    1   17H:39M:20S      -
1102  bc62-0e2f-7a20 MSK-KNP-CG-AP..7a20                 MSK-KNP-CG              10.14.250.66    AP5030DN        nor    1   111D:11H:59M:29S -
1103  0425-c55a-a500 MSK-O41-FL12-AP..a500               MSK-O41-FL12            10.17.193.207   AP6150DN        nor    0   17H:39M:5S       -
1104  0425-c5de-3080 MSK-O41-FL12-AP..3080               MSK-O41-FL12            10.17.193.198   AP6150DN        nor    0   17H:39M:14S      -
1105  bc62-0e2f-6280 MSK-O41-CG-AP..6280                 MSK-O41-CG              10.17.198.72    AP5030DN        nor    0   111D:13H:56M:53S -
1106  0425-c5de-24a0 MSK-O41-FL12-AP..24a0               MSK-O41-FL12            10.17.193.241   AP6150DN        nor    0   17H:37M:39S      -
1107  0425-c5de-3420 MSK-O41-FL12-AP..3420               MSK-O41-FL12            10.17.193.220   AP6150DN        nor    0   17H:38M:12S      -
1108  0425-c5de-23a0 MSK-O41-FL12-AP..23a0               MSK-O41-FL12            10.17.193.217   AP6150DN        nor    0   17H:37M:32S      -
1109  0425-c5de-2420 MSK-O41-FL12-AP..2420               MSK-O41-FL12            10.17.193.216   AP6150DN        nor    0   17H:37M:36S      -
1110  0425-c5de-32a0 MSK-O41-FL12-AP..32a0               MSK-O41-FL12            10.17.193.204   AP6150DN        nor    0   17H:37M:36S      -
1111  0425-c5de-2540 MSK-O41-FL12-AP..2540               MSK-O41-FL12            10.17.193.225   AP6150DN        nor    0   17H:37M:39S      -
1112  0425-c5de-3340 MSK-O41-FL12-AP..3340               MSK-O41-FL12            10.17.193.226   AP6150DN        nor    0   17H:37M:33S      -
1113  0425-c5de-2400 MSK-O41-FL12-AP..2400               MSK-O41-FL12            10.17.193.194   AP6150DN        nor    0   17H:37M:40S      -
1114  0425-c5de-2520 MSK-O41-FL12-AP..2520               MSK-O41-FL12            10.17.193.209   AP6150DN        nor    0   17H:37M:34S      -
1115  0425-c5de-3280 MSK-O41-FL12-AP..3280               MSK-O41-FL12            10.17.193.251   AP6150DN        nor    0   17H:37M:41S      -
1116  0425-c5de-2440 MSK-O41-FL12-AP..2440               MSK-O41-FL12            10.17.193.221   AP6150DN        nor    0   17H:37M:40S      -
1117  0425-c5de-1ee0 MSK-O41-FL12-AP..1ee0               MSK-O41-FL12            10.17.193.203   AP6150DN        nor    0   17H:37M:41S      -
1118  0425-c5de-1dc0 MSK-O41-FL12-AP..1dc0               MSK-O41-FL12            10.17.193.193   AP6150DN        nor    0   17H:39M:22S      -
1119  0425-c5de-2000 MSK-O41-FL12-AP..2000               MSK-O41-FL12            10.17.193.210   AP6150DN        nor    0   17H:39M:8S       -
1120  0425-c55a-9c20 MSK-O41-CG-AP..9c20                 MSK-O41-CG              10.17.198.21    AP6150DN        nor    0   19H:33M:26S      -
1121  0425-c55a-9de0 MSK-O41-FL12-AP..9de0               MSK-O41-FL12            10.17.193.202   AP6150DN        nor    2   17H:39M:16S      -
1122  0425-c5de-3020 MSK-O41-FL12-AP..3020               MSK-O41-FL12            10.17.193.219   AP6150DN        nor    0   17H:39M:1S       -
1123  bc62-0e2f-6360 MSK-O41-CG-AP..6360                 MSK-O41-CG              10.17.198.74    AP5030DN        nor    2   111D:13H:36M:12S -
1124  bc62-0e2f-6300 MSK-O41-CG-AP..6300                 MSK-O41-CG              10.17.198.78    AP5030DN        nor    1   111D:13H:36M:23S -
1125  0425-c5de-2480 MSK-O41-FL14-AP..2480               MSK-O41-FL14            10.17.194.84    AP6150DN        nor    1   15H:57M:31S      -
1126  0425-c5de-2280 MSK-O41-FL14-AP..2280               MSK-O41-FL14            10.17.194.82    AP6150DN        nor    0   15H:57M:20S      -
1127  0425-c5de-22c0 MSK-O41-FL14-AP..22c0               MSK-O41-FL14            10.17.194.81    AP6150DN        nor    0   15H:57M:31S      -
1128  0425-c5de-2560 MSK-O41-FL14-AP..2560               MSK-O41-FL14            10.17.194.70    AP6150DN        nor    0   15H:57M:30S      -
1129  0425-c5de-22e0 MSK-O41-FL14-AP..22e0               MSK-O41-FL14            10.17.194.74    AP6150DN        nor    0   15H:57M:24S      -
1130  0425-c5de-26c0 MSK-O41-FL14-AP..26c0               MSK-O41-FL14            10.17.194.78    AP6150DN        nor    0   15H:57M:26S      -
1131  0425-c5de-20e0 MSK-O41-FL14-AP..20e0               MSK-O41-FL14            10.17.194.77    AP6150DN        nor    0   15H:57M:33S      -
1132  bc62-0e2f-6340 bc62-0e2f-6340                      MSK-O41-CG              10.17.198.65    AP5030DN        nor    0   111D:13H:36M:16S -
1133  0425-c5de-2880 MSK-O41-FL14-AP..2880               MSK-O41-FL14            10.17.194.88    AP6150DN        nor    0   15H:57M:27S      -
1134  0425-c5de-23e0 MSK-O41-FL14-AP..23e0               MSK-O41-FL14            10.17.194.89    AP6150DN        nor    0   15H:57M:20S      -
1135  bc62-0e2f-6720 MSK-O41-CG-AP..6720                 MSK-O41-CG              10.17.198.73    AP5030DN        nor    0   111D:13H:36M:12S -
1136  0425-c5de-2600 MSK-O41-FL14-AP..2600               MSK-O41-FL14            10.17.194.67    AP6150DN        nor    0   15H:57M:27S      -
1137  0006-f4ca-3550 MSK-O41-CG-AP..3550                 MSK-O41-CG              10.17.197.130   AP5130DN        nor    0   19H:51M:6S       -
1138  0006-f4ca-38b0 MSK-O41-FL14-AP..38b0               MSK-O41-FL14            10.17.194.68    AP5130DN        nor    0   15H:57M:3S       -
1139  0425-c5de-1c80 MSK-O41-CG-AP..1c80                 MSK-O41-CG              10.17.194.207   AP6150DN        nor    0   7D:14H:55M:29S   -
1140  0006-f4c9-e7f0 MSK-O41-CG-AP..e7f0                 MSK-O41-CG              10.17.194.131   AP5130DN        nor    0   20H:0M:2S        -
1141  0006-f4ca-3370 MSK-O41-CG-AP..3370                 MSK-O41-CG              10.17.194.171   AP5130DN        nor    1   19H:59M:55S      -
1142  0006-f4ca-6870 MSK-O41-CG-AP..6870                 MSK-O41-CG              10.17.194.141   AP5130DN        nor    0   19H:59M:56S      -
1143  0425-c5de-2ee0 MSK-O41-CG-AP..2ee0                 MSK-O41-CG              10.17.194.135   AP6150DN        nor    0   19H:59M:59S      -
1144  0425-c5de-2fa0 MSK-O41-CG-AP..2fa0                 MSK-O41-CG              10.17.194.175   AP6150DN        nor    1   20H:0M:23S       -
1145  0425-c5de-2b40 MSK-O41-CG-AP..2b40                 MSK-O41-CG              10.17.194.136   AP6150DN        nor    0   20H:0M:17S       -
1146  0425-c5de-2dc0 MSK-O41-CG-AP..2dc0                 MSK-O41-CG              10.17.194.144   AP6150DN        nor    0   20H:0M:21S       -
1147  0425-c5de-2be0 MSK-O41-CG-AP..2be0                 MSK-O41-CG              10.17.194.143   AP6150DN        nor    0   20H:0M:19S       -
1148  0425-c5de-2c20 MSK-O41-CG-AP..2c20                 MSK-O41-CG              10.17.194.142   AP6150DN        nor    0   20H:0M:20S       -
1149  0425-c5de-2b60 MSK-O41-CG-AP..2b60                 MSK-O41-CG              10.17.194.132   AP6150DN        nor    0   20H:0M:18S       -
1150  0425-c5de-2c00 MSK-O41-CG-AP..2c00                 MSK-O41-CG              10.17.194.168   AP6150DN        nor    0   20H:0M:19S       -
1151  0425-c5de-2f20 MSK-O41-CG-AP..2f20                 MSK-O41-CG              10.17.194.172   AP6150DN        nor    0   20H:0M:20S       -
1152  0425-c5de-2c40 MSK-O41-FL12-AP..2c40               MSK-O41-FL12            10.17.194.130   AP6150DN        nor    0   20H:0M:19S       -
1153  bc62-0e2f-8e80 MSK-O41-FL14-AP..8e80               MSK-O41-FL14            10.17.194.80    AP5030DN        nor    5   15H:57M:9S       -
1154  bc62-0e2f-99e0 MSK-O41-FL14-AP..99e0               MSK-O41-FL14            10.17.194.71    AP5030DN        nor    0   15H:57M:1S       -
1155  0006-f4ca-6850 MSK-O41-CG-AP..6850                 MSK-O41-CG              10.17.194.200   AP5130DN        nor    1   7D:14H:55M:8S    -
1156  0006-f4c9-cc10 MSK-O41-CG-AP..cc10                 MSK-O41-CG              10.17.194.194   AP5130DN        nor    0   7D:14H:55M:16S   -
1157  0006-f4ca-67f0 MSK-O41-CG-AP..67f0                 MSK-O41-CG              10.17.194.208   AP5130DN        nor    0   7D:14H:55M:12S   -
1158  8866-3903-f060 MSK-BA6-AP..f060                    MSK-BA6                 10.14.234.10    AP6150DN        nor    1   18D:1H:8M:37S    -
1159  0006-f4ca-64f0 MSK-O41-CG-AP..64f0                 MSK-O41-CG              10.17.194.236   AP5130DN        nor    1   7D:14H:55M:17S   -
1160  0006-f4c9-d1b0 MSK-O41-CG-AP..d1b0                 MSK-O41-CG              10.17.194.195   AP5130DN        nor    1   7D:14H:55M:17S   -
1161  0006-f4ca-6350 MSK-O41-CG-AP..6350                 MSK-O41-CG              10.17.194.193   AP5130DN        nor    0   7D:14H:55M:15S   -
1162  0006-f4c9-cdd0 MSK-O41-CG-AP..cdd0                 MSK-O41-CG              10.17.194.205   AP5130DN        nor    2   7D:14H:55M:15S   -
1163  0006-f4ca-6450 MSK-O41-CG-AP..6450                 MSK-O41-CG              10.17.194.196   AP5130DN        nor    0   7D:14H:55M:13S   -
1164  0006-f4ca-6890 MSK-O41-CG-AP..6890                 MSK-O41-CG              10.17.194.199   AP5130DN        nor    0   7D:14H:55M:9S    -
1165  0006-f4ca-64b0 MSK-O41-CG-AP..64b0                 MSK-O41-CG              10.17.194.201   AP5130DN        nor    0   7D:14H:55M:7S    -
1166  0425-c5de-31e0 MSK-O41-CG-AP..31e0                 MSK-O41-CG              10.17.195.8     AP6150DN        nor    2   7D:15H:21M:53S   -
1167  0006-f4c9-d0b0 MSK-O41-CG-AP..d0b0                 MSK-O41-CG              10.17.194.206   AP5130DN        nor    0   7D:14H:55M:10S   -
1168  0006-f4ca-6830 MSK-O41-CG-AP..6830                 MSK-O41-CG              10.17.194.209   AP5130DN        nor    0   7D:14H:55M:10S   -
1169  04b0-e74a-28a0 MSK-BA8-AP..28a0                    MSK-BA8                 10.17.197.2     AP6150DN        nor    0   7D:19H:54M:8S    -
1170  0425-c5de-29a0 MSK-O41-CG-AP..29a0                 MSK-O41-CG              10.17.195.7     AP6150DN        nor    0   7D:15H:21M:59S   -
1171  0425-c5de-2120 MSK-O41-CG-AP..2120                 MSK-O41-CG              10.17.195.4     AP6150DN        nor    0   7D:15H:21M:57S   -
1172  c0bf-c0a6-c7a0 MSK-O41-CG-AP..c7a0                 MSK-O41-CG              10.17.197.1     AP6150DN        nor    0   7D:19H:54M:11S   -
1173  0425-c5de-2800 MSK-O41-CG-AP..2800                 MSK-O41-CG              10.17.197.8     AP6150DN        nor    0   7D:19H:54M:7S    -
1174  0425-c5de-2140 MSK-O41-CG-AP..2140                 MSK-O41-CG              10.17.195.15    AP6150DN        nor    0   7D:15H:22M:1S    -
1175  0425-c5de-2a80 MSK-O41-CG-AP..2a80                 MSK-O41-CG              10.17.195.5     AP6150DN        nor    2   7D:15H:21M:47S   -
1176  0006-f4c9-d230 MSK-O41-CG-AP..d230                 MSK-O41-CG              10.17.194.203   AP5130DN        nor    0   7D:14H:55M:20S   -
1177  0425-c5de-1d80 MSK-O41-CG-AP..1d80                 MSK-O41-CG              10.17.194.198   AP6150DN        nor    0   7D:14H:55M:28S   -
1178  0425-c5de-1e40 MSK-O41-CG-AP..1e40                 MSK-O41-CG              10.17.194.204   AP6150DN        nor    0   7D:14H:55M:37S   -
1179  0425-c5de-3140 MSK-O41-CG-AP..3140                 MSK-O41-CG              10.17.194.202   AP6150DN        nor    0   7D:14H:55M:30S   -
1180  0425-c5de-3160 MSK-O41-CG-AP..3160                 MSK-O41-CG              10.17.194.213   AP6150DN        nor    1   7D:14H:55M:30S   -
1181  0425-c5de-2220 MSK-O41-CG-AP..2220                 MSK-O41-CG              10.17.195.67    AP6150DN        nor    1   7D:15H:46M:28S   -
1182  0425-c5de-1e60 MSK-O41-CG-AP..1e60                 MSK-O41-CG              10.17.195.68    AP6150DN        nor    1   7D:15H:46M:18S   -
1183  0425-c5de-2260 MSK-O41-CG-AP..2260                 MSK-O41-CG              10.17.195.71    AP6150DN        nor    0   7D:15H:46M:23S   -
1184  0425-c5de-1e20 MSK-O41-CG-AP..1e20                 MSK-O41-CG              10.17.195.66    AP6150DN        nor    0   7D:15H:46M:23S   -
1185  0425-c5de-21e0 MSK-O41-CG-AP..21e0                 MSK-O41-CG              10.17.195.72    AP6150DN        nor    5   7D:15H:46M:22S   -
1186  c0bf-c0a6-cd00 MSK-O41-CG-AP..cd00                 MSK-O41-CG              10.17.197.3     AP6150DN        nor    0   7D:19H:54M:12S   -
1187  0425-c5de-2060 MSK-O41-CG-AP..2060                 MSK-O41-CG              10.17.195.3     AP6150DN        nor    0   7D:15H:22M:1S    -
1188  0425-c5de-2960 MSK-O41-CG-AP..2960                 MSK-O41-CG              10.17.195.201   AP6150DN        nor    1   7D:17H:23M:37S   -
1189  0425-c5de-30e0 MSK-BA8-AP..30e0                    MSK-BA8                 10.17.197.7     AP6150DN        nor    0   7D:19H:53M:56S   -
1190  04b0-e74a-3180 MSK-O41-CG-AP..3180                 MSK-O41-CG              10.17.197.10    AP6150DN        nor    0   7D:19H:54M:6S    -
1191  04b0-e74a-3140 MSK-KNP-CG-AP..3140                 MSK-KNP-CG              10.17.197.4     AP6150DN        nor    1   7D:19H:54M:15S   -
1192  0006-f4c9-cbb0 MSK-O41-CG-AP..cbb0                 MSK-O41-CG              10.17.195.10    AP5130DN        nor    0   7D:15H:21M:56S   -
1193  0006-f4ca-30b0 MSK-O41-CG-AP..30b0                 MSK-O41-CG              10.17.195.19    AP5130DN        nor    1   7D:15H:21M:57S   -
1194  0006-f4ca-65d0 MSK-O41-CG-AP..65d0                 MSK-O41-CG              10.17.195.16    AP5130DN        nor    0   7D:15H:21M:58S   -
1195  0006-f4ca-3350 MSK-O41-CG-AP..3350                 MSK-O41-CG              10.17.195.12    AP5130DN        nor    5   7D:15H:21M:50S   -
1196  c0bf-c0a6-cba0 MSK-KNP-CG-AP..cba0                 MSK-KNP-CG              10.17.197.5     AP6150DN        nor    0   7D:19H:54M:7S    -
1197  0006-f4c9-d110 MSK-O41-CG-AP..d110                 MSK-O41-CG              10.17.195.73    AP5130DN        nor    1   7D:15H:45M:56S   -
1198  0425-c5de-21a0 MSK-O41-CG-AP..21a0                 MSK-O41-CG              10.17.195.2     AP6150DN        nor    0   7D:15H:21M:54S   -
1199  0006-f4ca-6430 MSK-O41-CG-AP..6430                 MSK-O41-CG              10.17.195.74    AP5130DN        nor    1   7D:15H:45M:54S   -
1200  0425-c5de-21c0 MSK-O41-CG-AP..21c0                 MSK-O41-CG              10.17.195.17    AP6150DN        nor    0   7D:15H:21M:57S   -
1201  c0bf-c0a6-c760 MSK-O41-CG-AP..c760                 MSK-O41-CG              10.17.197.9     AP6150DN        nor    0   7D:19H:54M:12S   -
1202  0425-c5de-2160 MSK-O41-CG-AP..2160                 MSK-O41-CG              10.17.195.1     AP6150DN        nor    0   7D:15H:21M:59S   -
1203  0006-f4c9-f030 MSK-O41-CG-AP..f030                 MSK-O41-CG              10.17.195.79    AP5130DN        nor    2   7D:15H:45M:58S   -
1204  0006-f4ca-6390 MSK-O41-CG-AP..6390                 MSK-O41-CG              10.17.195.110   AP5130DN        nor    3   7D:15H:45M:57S   -
1205  0006-f4ca-63b0 MSK-O41-CG-AP..63b0                 MSK-O41-CG              10.17.195.80    AP5130DN        nor    4   7D:15H:46M:8S    -
1206  0425-c5de-2ba0 MSK-O41-CG-AP..2ba0                 MSK-O41-CG              10.17.195.82    AP6150DN        nor    0   7D:15H:46M:21S   -
1207  0425-c5de-2980 MSK-O41-CG-AP..2980                 MSK-O41-CG              10.17.195.77    AP6150DN        nor    0   7D:15H:46M:23S   -
1208  0425-c5de-1d00 MSK-O41-CG-AP..1d00                 MSK-O41-CG              10.17.195.81    AP6150DN        nor    1   7D:15H:46M:23S   -
1209  0425-c5de-2200 MSK-O41-CG-AP..2200                 MSK-O41-CG              10.17.195.69    AP6150DN        nor    0   7D:15H:46M:28S   -
1210  0425-c5de-2a20 MSK-O41-CG-AP..2a20                 MSK-O41-CG              10.17.195.109   AP6150DN        nor    0   7D:15H:46M:24S   -
1211  0425-c5de-1d40 MSK-O41-CG-AP..1d40                 MSK-O41-CG              10.17.195.78    AP6150DN        nor    0   7D:15H:46M:23S   -
1212  0425-c5de-1ea0 MSK-O41-CG-AP..1ea0                 MSK-O41-CG              10.17.195.76    AP6150DN        nor    0   7D:15H:46M:26S   -
1213  0425-c5de-2240 MSK-O41-CG-AP..2240                 MSK-O41-CG              10.17.195.106   AP6150DN        nor    0   7D:15H:46M:28S   -
1214  0425-c5de-2100 MSK-O41-CG-AP..2100                 MSK-O41-CG              10.17.195.83    AP6150DN        nor    1   7D:15H:46M:24S   -
1215  0006-f4ca-3590 MSK-O41-CG-AP..3590                 MSK-O41-CG              10.17.195.138   AP5130DN        nor    0   7D:16H:38M:50S   -
1216  0006-f4c9-e8b0 MSK-O41-CG-AP..e8b0                 MSK-O41-CG              10.17.195.130   AP5130DN        nor    0   7D:16H:38M:56S   -
1217  0006-f4ca-37d0 MSK-O41-CG-AP..37d0                 MSK-O41-CG              10.17.195.140   AP5130DN        nor    0   7D:16H:38M:47S   -
1218  0006-f4c9-fd10 MSK-O41-CG-AP..fd10                 MSK-O41-CG              10.17.195.149   AP5130DN        nor    0   7D:16H:38M:59S   -
1219  0006-f4c9-eeb0 MSK-O41-CG-AP..eeb0                 MSK-O41-CG              10.17.195.132   AP5130DN        nor    0   7D:16H:38M:57S   -
1220  0006-f4c9-e790 MSK-O41-CG-AP..e790                 MSK-O41-CG              10.17.195.134   AP5130DN        nor    0   7D:16H:38M:53S   -
1221  0006-f4ca-3810 MSK-O41-CG-AP..3810                 MSK-O41-CG              10.17.195.151   AP5130DN        nor    0   7D:16H:38M:54S   -
1222  0006-f4ca-3490 MSK-O41-CG-AP..3490                 MSK-O41-CG              10.17.195.131   AP5130DN        nor    0   7D:16H:38M:59S   -
1223  0006-f4c9-e750 MSK-O41-CG-AP..e750                 MSK-O41-CG              10.17.195.152   AP5130DN        nor    0   7D:16H:38M:59S   -
1224  0006-f4c9-ddd0 MSK-O41-CG-AP..ddd0                 MSK-O41-CG              10.17.195.146   AP5130DN        nor    0   7D:16H:38M:55S   -
1225  0006-f4ca-3970 MSK-O41-CG-AP..3970                 MSK-O41-CG              10.17.195.145   AP5130DN        nor    0   7D:16H:38M:54S   -
1226  0006-f4c9-dc30 MSK-O41-CG-AP..dc30                 MSK-O41-CG              10.17.195.144   AP5130DN        nor    0   7D:16H:38M:59S   -
1227  0006-f4c9-efb0 MSK-O41-CG-AP..efb0                 MSK-O41-CG              10.17.195.147   AP5130DN        nor    0   7D:16H:38M:53S   -
1228  0006-f4ca-3790 MSK-O41-CG-AP..3790                 MSK-O41-CG              10.17.195.148   AP5130DN        nor    0   7D:16H:38M:54S   -
1229  0006-f4ca-3870 MSK-O41-CG-AP..3870                 MSK-O41-CG              10.17.195.136   AP5130DN        nor    0   7D:16H:38M:58S   -
1230  0006-f4ca-3510 MSK-O41-CG-AP..3510                 MSK-O41-CG              10.17.195.143   AP5130DN        nor    0   7D:16H:39M:0S    -
1231  0006-f4c9-dd50 MSK-O41-CG-AP..dd50                 MSK-O41-CG              10.17.195.135   AP5130DN        nor    0   7D:16H:38M:45S   -
1232  0006-f4ca-3470 MSK-O41-CG-AP..3470                 MSK-O41-CG              10.17.195.129   AP5130DN        nor    0   7D:16H:38M:52S   -
1233  c0bf-c0a6-cd60 MSK-O41-CG-AP..cd60                 MSK-O41-CG              10.17.197.6     AP6150DN        nor    0   7D:19H:54M:10S   -
1234  0006-f4c9-ddf0 MSK-O41-CG-AP..ddf0                 MSK-O41-CG              10.17.195.141   AP5130DN        nor    0   7D:16H:38M:59S   -
1235  0006-f4ca-3930 MSK-O41-CG-AP..3930                 MSK-O41-CG              10.17.195.139   AP5130DN        nor    0   7D:16H:38M:54S   -
1236  0006-f4ca-34f0 MSK-O41-CG-AP..34f0                 MSK-O41-CG              10.17.195.133   AP5130DN        nor    0   7D:16H:38M:53S   -
1237  0006-f4ca-37b0 MSK-O41-CG-AP..37b0                 MSK-O41-CG              10.17.195.150   AP5130DN        nor    0   7D:16H:38M:58S   -
1238  0006-f4ca-3530 MSK-O41-CG-AP..3530                 MSK-O41-CG              10.17.195.137   AP5130DN        nor    0   7D:16H:38M:50S   -
1239  0006-f4ca-34b0 MSK-O41-CG-AP..34b0                 MSK-O41-CG              10.17.195.142   AP5130DN        nor    1   7D:16H:38M:54S   -
1240  0425-c5de-1ce0 MSK-O41-CG-AP..1ce0                 MSK-O41-CG              10.17.196.4     AP6150DN        nor    4   7D:17H:55M:24S   -
