Total AP information:
fault : fault           [63]
idle  : idle            [9]
nor   : normal          [2303]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
562   a8ca-7ba9-e520 CHA-0-02-2.2.932                    MSK-CHA                 10.22.143.143   AP5130DN        nor    4   106D:17H:7M:48S  -
563   a8ca-7ba9-d920 CHA-0-02-2.2.916                    MSK-CHA                 10.22.143.144   AP5130DN        nor    3   106D:17H:7M:50S  -
564   2cab-0062-54e0 CHA-0-02-2.2.928                    MSK-CHA                 10.22.143.3     AP5130DN        nor    0   106D:17H:7M:36S  -
565   2cab-0062-53a0 CHA-0-02-2.2.934                    MSK-CHA                 10.22.143.145   AP5130DN        nor    9   106D:17H:7M:49S  -
566   a8ca-7ba9-e0a0 CHA-0-02-2.2.930                    MSK-CHA                 10.22.143.146   AP5130DN        nor    2   106D:17H:7M:32S  -
567   2cab-0062-5600 CHA-0-02-2.2.936                    MSK-CHA                 10.22.143.4     AP5130DN        nor    1   106D:17H:7M:39S  -
568   2cab-0062-5440 CHA-0-02-2.2.918                    MSK-CHA                 10.22.143.5     AP5130DN        nor    4   106D:17H:7M:34S  -
569   a8ca-7ba9-e000 CHA-0-02-2.2.920                    MSK-CHA                 10.22.143.6     AP5130DN        nor    1   106D:17H:7M:37S  -
570   a8ca-7ba9-dd20 CHA-0-01-1.11.10                    MSK-CHA                 10.22.143.10    AP5130DN        nor    10  106D:17H:7M:38S  -
571   a8ca-7ba9-e280 CHA-0-01-1.11.8                     MSK-CHA                 10.22.143.23    AP5130DN        nor    5   106D:17H:7M:47S  -
572   a8ca-7ba9-dc20 CHA-0-01-1.11.5                     MSK-CHA                 10.22.143.24    AP5130DN        nor    7   106D:17H:7M:37S  -
573   a8ca-7ba9-e600 CHA-0-01-1.11.11                    MSK-CHA                 10.22.143.26    AP5130DN        nor    6   106D:17H:7M:33S  -
574   a8ca-7ba9-d460 CHA-0-01-2.1.202                    MSK-CHA                 10.22.143.27    AP5130DN        nor    22  106D:17H:7M:33S  -
575   a8ca-7ba9-dca0 CHA-0-01-2.1.198                    MSK-CHA                 10.22.143.28    AP5130DN        nor    9   106D:17H:7M:30S  -
576   745a-aacf-f2c0 MSK-KNP-APf2c0                      MSK-KNP-CG              10.14.248.133   AP5030DN        nor    0   111D:13H:10M:19S -
577   a8ca-7ba9-dd80 CHA-0-02-2.2.922                    MSK-CHA                 10.22.143.147   AP5130DN        nor    4   106D:17H:7M:41S  -
578   a8ca-7ba9-e340 CHA-0-01-2.1.194                    MSK-CHA                 10.22.143.29    AP5130DN        nor    0   106D:17H:7M:43S  -
579   2cab-0062-5300 MSK-CHA-0-02-2.2.926                MSK-CHA                 10.22.143.30    AP5130DN        nor    7   106D:17H:7M:25S  -
580   2cab-0062-54a0 MSK-CHA-0-02-2.2.924                MSK-CHA                 10.22.143.149   AP5130DN        nor    1   106D:17H:7M:27S  -
581   a8ca-7ba9-d5a0 MSK-CHA-0-01-2.1.200                MSK-CHA                 10.22.143.148   AP5130DN        nor    11  106D:17H:7M:37S  -
582   745a-aacf-ee40 MSK-KNP-APee40                      MSK-KNP-CG              10.14.248.135   AP5030DN        nor    4   111D:13H:10M:26S -
583   745a-aacf-f380 MSK-KNP-APf380                      MSK-KNP-CG              10.14.248.142   AP5030DN        nor    2   111D:13H:10M:11S -
584   a8ca-7ba9-ddc0 MSK-CHA-0-01-2.1.196                MSK-CHA                 10.22.143.25    AP5130DN        nor    14  106D:17H:7M:41S  -
585   a8ca-7ba9-de20 MSK-CHA-0-02-2.2.914                MSK-CHA                 10.22.143.138   AP5130DN        nor    2   106D:17H:7M:19S  -
586   745a-aae4-1a60 MSK-V19-A-12_a12.51-1               MSK-V19                 10.22.148.108   AP5130DN        nor    5   106D:14H:12M:41S -
587   745a-aae4-1940 MSK-V19-B-08-2                      MSK-V19                 10.22.148.214   AP5130DN        nor    0   106D:14H:12M:32S -
588   bc62-0e2f-7fa0 MSK-V19-B-04-011_Peregovorka        MSK-V19                 10.22.148.212   AP5030DN        nor    8   106D:14H:12M:34S -
589   745a-aacf-f7e0 MSK-KNP-APf7e0                      MSK-KNP-CG              10.14.248.132   AP5030DN        nor    0   111D:13H:10M:7S  -
590   bc62-0e2f-8fc0 MSK-V19-A-17_reception              MSK-V19                 10.22.148.131   AP5030DN        nor    8   106D:14H:12M:39S -
591   745a-aacf-fe20 MSK-KNP-APfe20                      MSK-KNP-CG              10.14.248.138   AP5030DN        nor    0   111D:13H:10M:20S -
592   745a-aad0-0500 MSK-KNP-AP0500                      MSK-KNP-CG              10.14.248.136   AP5030DN        nor    0   111D:13H:10M:25S -
593   745a-aacf-eec0 MSK-KNP-APeec0                      MSK-KNP-CG              10.14.248.137   AP5030DN        nor    6   111D:13H:10M:21S -
594   8866-3904-1ea0 MSK-KNP-AP1ea0                      MSK-KNP-CG              10.14.248.130   AP6150DN        nor    1   111D:12H:27M:42S -
595   8866-3904-1ec0 MSK-KNP-AP1ec0                      MSK-KNP-CG              10.14.248.143   AP6150DN        nor    3   111D:12H:27M:40S -
596   8866-3904-1f20 MSK-KNP-AP1f20                      MSK-KNP-CG              10.14.248.139   AP6150DN        nor    2   111D:12H:27M:34S -
597   8866-3904-1f00 MSK-KNP-AP1f00                      MSK-KNP-CG              10.14.248.134   AP6150DN        nor    1   111D:12H:27M:44S -
598   745a-aacf-f320 MSK-KNP-APf320                      MSK-KNP-CG              10.14.248.131   AP5030DN        nor    1   111D:13H:9M:33S  -
599   745a-aacf-f180 MSK-KNP-APf180                      MSK-KNP-CG              10.14.248.140   AP5030DN        nor    1   8D:16H:23M:19S   -
600   745a-aacf-e9c0 MSK-CG-DF-Knop-324-e9c0             MSK-KNP-CG              10.14.248.144   AP5030DN        nor    0   111D:12H:1M:22S  -
601   745a-aae4-3480 MSK-V19-B-03_D3.3.207-1             MSK-V19                 10.22.148.165   AP5130DN        nor    0   106D:14H:12M:43S -
602   745a-aae4-3420 MSK-V19-B-03_D3.3.208-1             MSK-V19                 10.22.148.8     AP5130DN        nor    0   106D:14H:12M:45S -
603   745a-aae4-3460 MSK-V19-B-03_D3.1.94-1              MSK-V19                 10.22.148.223   AP5130DN        nor    4   106D:14H:12M:35S -
604   745a-aae4-3440 MSK-V19-B-03_D3.1.96-1              MSK-V19                 10.22.148.121   AP5130DN        nor    9   106D:14H:12M:41S -
605   745a-aae4-3800 MSK-V19-B-03_D3.1.97-1              MSK-V19                 10.22.148.41    AP5130DN        nor    0   106D:14H:12M:44S -
606   745a-aae4-2880 MSK-V19-B-03_D3.3.210-1             MSK-V19                 10.22.148.199   AP5130DN        nor    2   106D:14H:12M:47S -
607   745a-aae4-16e0 MSK-V19-B-03_D3.3.206-1             MSK-V19                 10.22.148.115   AP5130DN        nor    7   106D:14H:12M:54S -
608   745a-aae4-1b20 MSK-V19-B-03_D3.1.93-1              MSK-V19                 10.22.148.208   AP5130DN        nor    1   106D:14H:12M:40S -
609   745a-aae4-1bc0 MSK-V19-B-03_D3.1.98-1              MSK-V19                 10.22.148.209   AP5130DN        nor    4   106D:14H:12M:40S -
610   bc62-0e2f-6c00 MSK-KNP-AP6c00                      MSK-KNP-CG              10.14.249.1     AP5030DN        nor    0   111D:13H:9M:31S  -
611   745a-aae4-1ae0 MSK-V19-B-11_B11.69-1               MSK-V19                 10.22.148.246   AP5130DN        nor    5   18D:8H:1M:9S     -
612   745a-aacf-f000 MSK-KNP-APf000                      MSK-KNP-CG              10.14.248.141   AP5030DN        nor    2   111D:13H:9M:29S  -
613   745a-aae4-1d00 MSK-V19-B-08                        MSK-V19                 10.22.148.166   AP5130DN        nor    1   88D:1H:44M:42S   -
614   745a-aae4-2960 MSK-V19-B-11_B11.75-1               MSK-V19                 10.22.148.205   AP5130DN        nor    0   18D:9H:16M:10S   -
615   745a-aae4-1f00 MSK-V19-B-11_B11.73-1               MSK-V19                 10.22.148.64    AP5130DN        nor    2   18D:9H:16M:10S   -
616   745a-aae4-2060 MSK-V19-B-11_B11.72-1               MSK-V19                 10.22.148.88    AP5130DN        nor    0   18D:9H:16M:9S    -
617   745a-aae4-1880 MSK-V19-B-11_B11.76-1               MSK-V19                 10.22.148.182   AP5130DN        nor    1   106D:14H:13M:19S -
618   745a-aacf-f5c0 MSK-KNP-APf5c0                      MSK-KNP-CG              10.14.248.129   AP5030DN        nor    1   111D:13H:9M:32S  -
619   745a-aae4-1ec0 MSK-V19-B-11_B11.74-1               MSK-V19                 10.22.148.122   AP5130DN        nor    1   18D:8H:1M:7S     -
620   745a-aae4-1fa0 MSK-V19-B-11_B11.71-1               MSK-V19                 10.22.148.148   AP5130DN        nor    0   18D:9H:16M:6S    -
621   745a-aae4-1e60 MSK-V19-A-08-1e60                   MSK-V19                 10.22.148.58    AP5130DN        nor    6   32D:7H:2M:44S    -
622   745a-aacf-f400 MSK-KNP-APf400                      MSK-KNP-CG              10.14.250.73    AP5030DN        nor    1   111D:11H:55M:26S -
623   04b0-e72d-9a20 MSK-V23-1.237-e72d-9a20             MSK-V23                 -               AP6050DN        fault  0   -                -
624   04b0-e72d-c700 MSK-V23-1.339-e72d-c700             MSK-V19                 -               AP6050DN        fault  0   -                -
625   745a-aad0-0380 MSK-KNP-AP0380                      MSK-KNP-CG              10.14.250.69    AP5030DN        nor    2   111D:11H:55M:7S  -
626   745a-aad0-0180 MSK-KNP-AP0180                      MSK-KNP-CG              10.14.250.70    AP5030DN        nor    1   111D:11H:55M:31S -
627   8866-3903-d080 NSB-8047-0001-CCC-AP.D080           CCC-Common-Group        100.106.0.103   AP6150DN        nor    0   1D:18H:48M:42S   -
628   745a-aacf-efc0 MSK-KNP-APefc0                      MSK-KNP-CG              10.14.250.74    AP5030DN        nor    1   111D:11H:55M:14S -
629   bc62-0e2f-8480 MSK-V19-B-06-L                      MSK-V19                 10.22.148.239   AP5030DN        nor    0   30D:5H:15M:53S   -
630   bc62-0e2f-8540 MSK-V19-B-06-12-reception           MSK-V19                 10.22.148.167   AP5030DN        nor    4   96D:3H:50M:20S   -
631   bc62-0e2f-84e0 MSK-V19-B-07-R1                     MSK-V19                 10.22.148.193   AP5030DN        nor    0   106D:14H:13M:8S  -
632   bc62-0e2f-9040 MSK-V19-B-07-008-reception          MSK-V19                 10.22.148.146   AP5030DN        nor    1   96D:3H:53M:32S   -
633   bc62-0e2f-84c0 MSK-V19-A-06_011                    MSK-V19                 10.22.148.162   AP5030DN        nor    2   25D:6H:34M:18S   -
634   745a-aae4-1720 MSK-V19-C-03_C.3.4.84-1             MSK-V19                 10.22.148.84    AP5130DN        nor    1   106D:14H:13M:3S  -
635   8866-3903-dda0 UPO12-B01-FL10-AP-10                MSK-UPO-01-FLXX-ONLY_5G 10.14.2.111     AP6150DN        nor    0   4D:22H:36M:28S   -
636   745a-aacf-fee0 MSK-KNP-APfee0                      MSK-KNP-CG              10.14.249.81    AP5030DN        nor    3   111D:12H:1M:5S   -
637   bc62-0e2f-9240 MSK-V19-A-11-02_stol                MSK-V19                 10.22.148.119   AP5030DN        nor    2   96D:5H:14M:27S   -
638   bc62-0e2f-91c0 MSK-V19-A-01_VIP-peregovornaya-smal MSK-V19                 10.22.148.230   AP5030DN        nor    0   106D:14H:13M:11S -
639   bc62-0e2f-9080 MSK-V19-A-19_A19.17-5               MSK-V19                 10.22.148.157   AP5030DN        nor    2   25D:6H:34M:6S    -
640   745a-aae4-2260 MSK-V19-D-01-2                      MSK-V19                 10.22.148.106   AP5130DN        nor    0   14D:8H:41M:4S    -
641   745a-aae4-1e80 MSK-V19-D-03_VIPsportzal-koridor    MSK-V19+IOT             10.22.148.48    AP5130DN        nor    0   59D:5H:10M:8S    -
642   a8ca-7ba9-e440 MSK-KNO-0-02-2.2.1280               MSK-KNP-CG              10.22.152.146   AP5130DN        nor    1   109D:7H:23M:43S  -
643   745a-aacf-eee0 MSK-KNO-0-01-4.1.386                MSK-KNP-CG              10.22.152.126   AP5030DN        nor    2   109D:7H:23M:42S  -
644   a8ca-7ba9-df20 MSK-KNO-0-02-2.2.1274               MSK-KNP-CG              10.22.152.9     AP5130DN        nor    4   109D:7H:23M:40S  -
645   a8ca-7ba9-d500 MSK-KNO-0-02-2.2.1282               MSK-KNP-CG              10.22.152.10    AP5130DN        nor    1   109D:7H:23M:36S  -
646   a8ca-7ba9-dd40 MSK-KNO-0-02-2.2.1278               MSK-KNP-CG              10.22.152.12    AP5130DN        nor    1   109D:7H:23M:44S  -
647   a8ca-7ba9-e2a0 MSK-KNO-0-03-4.3.194                MSK-KNP-CG              10.22.152.18    AP5130DN        nor    1   109D:7H:23M:14S  -
648   a8ca-7ba9-d9a0 MSK-KNO-0-04-4.2.392                MSK-KNP-CG              10.22.152.150   AP5130DN        nor    4   109D:7H:23M:44S  -
649   a8ca-7ba9-d3a0 MSK-KNO-0-01-4.1.390                MSK-KNP-CG              10.22.152.134   AP5130DN        nor    0   109D:7H:23M:37S  -
650   a8ca-7ba9-dd60 MSK-KNO-0-04-4.2.394                MSK-KNP-CG              10.22.152.127   AP5130DN        nor    0   30D:8H:19M:22S   -
651   745a-aacf-ef80 MSK-KNO-0-03-4.3.196                MSK-KNP-CG              10.22.152.15    AP5030DN        nor    1   109D:7H:23M:24S  -
652   a8ca-7ba9-dde0 MSK-KNO-0-04-4.2.386                MSK-KNP-CG              10.22.152.14    AP5130DN        nor    0   109D:7H:23M:39S  -
653   745a-aacf-ef20 MSK-KNO-0-01-4.1.392                MSK-KNP-CG              10.22.152.147   AP5030DN        nor    2   109D:7H:23M:40S  -
654   a8ca-7ba9-e2e0 MSK-KNO-0-04-4.2.390                MSK-KNP-CG              10.22.152.136   AP5130DN        nor    5   109D:7H:23M:43S  -
655   745a-aacf-f2e0 MSK-KNO-0-04-4.2.388                MSK-KNP-CG              10.22.152.2     AP5030DN        nor    6   109D:7H:23M:36S  -
656   745a-aacf-f0e0 MSK-KNO-0-01-4.1.388                MSK-KNP-CG              10.22.152.144   AP5030DN        nor    5   109D:7H:24M:31S  -
657   a8ca-7ba9-dea0 MSK-KNO-0-02-2.2.1276               MSK-KNP-CG              10.22.152.131   AP5130DN        nor    1   109D:7H:24M:33S  -
658   a8ca-7ba9-dec0 MSK-KNO-0-02-2.2.1284               MSK-KNP-CG              10.22.152.149   AP5130DN        nor    1   109D:7H:24M:26S  -
659   a8ca-7ba9-d8e0 MSK-KNO-0-01-4.1.394                MSK-KNP-CG              10.22.152.20    AP5130DN        nor    2   109D:7H:24M:23S  -
660   745a-aacf-ff60 MSK-KNP-APff60                      MSK-KNP-CG              10.14.249.68    AP5030DN        nor    0   111D:12H:1M:28S  -
661   745a-aae4-1d40 MSK-V19-A-10-012_A10-5              MSK-V19                 10.22.148.231   AP5130DN        nor    0   106D:14H:14M:9S  -
662   8866-3903-ea40 MSK-CG-Suschevskaya_20-FL03-AP02    MSK-CG                  25.32.20.152    AP6150DN        nor    3   23D:1H:56M:4S    -
663   745a-aae4-4900 MSK-V19-A-08-4900                   MSK-V19                 10.22.148.163   AP5130DN        nor    5   106D:14H:14M:3S  -
664   bc62-0e2f-6be0 MSK-KNP-AP6be0                      MSK-KNP-CG              10.14.249.194   AP5030DN        nor    0   111D:11H:27M:7S  -
665   745a-aacf-ec80 MSK-KNP-APec80                      MSK-KNP-CG              10.14.249.79    AP5030DN        nor    1   111D:12H:1M:13S  -
666   745a-aacf-f1e0 MSK-KNP-APf1e0                      MSK-KNP-CG              10.14.249.196   AP5030DN        nor    0   111D:11H:26M:32S -
667   745a-aae4-1e20 MSK-V19-A-10-008_A10-8              MSK-V19                 10.22.148.242   AP5130DN        nor    0   64D:8H:9M:34S    -
668   bc62-0e2f-8e20 MSK-KNP-AP8e20                      MSK-KNP-CG              10.14.249.66    AP5030DN        nor    0   111D:12H:1M:35S  -
669   745a-aae4-1f60 MSK-V19-A-10-011_A10-4              MSK-V19                 10.22.148.51    AP5130DN        nor    0   106D:14H:14M:13S -
670   745a-aacf-ffa0 MSK-KNP-APffa0                      MSK-KNP-CG              10.14.249.84    AP5030DN        nor    5   111D:12H:1M:11S  -
671   745a-aacf-ecc0 MSK-KNP-APecc0                      MSK-KNP-CG              10.14.249.195   AP5030DN        nor    3   111D:11H:26M:44S -
672   745a-aae4-1d80 MSK-V19-C-03_C.3.4.63-1             MSK-V19                 10.22.148.91    AP5130DN        nor    0   32D:3H:32M:0S    -
673   745a-aae4-48e0 MSK-V19-C-03_C.3.4.83-1             MSK-V19                 10.22.148.52    AP5130DN        nor    0   106D:14H:14M:19S -
674   745a-aae4-1e40 MSK-V19-C-03_C.3.4.66-1             MSK-V19                 10.22.148.116   AP5130DN        nor    1   106D:14H:14M:20S -
675   745a-aacf-f3e0 MSK-KNP-APf3e0                      MSK-KNP-CG              10.14.249.193   AP5030DN        nor    1   111D:11H:27M:4S  -
676   745a-aae4-1d20 MSK-V19-C-03_C.3.4.82-1             MSK-V19                 10.22.148.35    AP5130DN        nor    1   106D:14H:14M:11S -
677   745a-aacf-fd20 MSK-KNP-APfd20                      MSK-KNP-CG              10.14.250.76    AP5030DN        nor    1   111D:11H:55M:17S -
678   745a-aae4-35e0 MSK-V19-C-03_C.3.4.85-1             MSK-V19                 10.22.148.221   AP5130DN        nor    1   106D:14H:14M:15S -
679   745a-aae4-3340 MSK-V19-C-03_C.3.4.65-1             MSK-V19                 10.22.148.17    AP5130DN        nor    1   32D:3H:31M:53S   -
680   745a-aae4-4520 MSK-V19-C-03_C.3.4.71-1             MSK-V19                 10.22.148.57    AP5130DN        nor    0   32D:3H:31M:51S   -
681   745a-aae4-1960 MSK-V19-C-03_C.3.4.72-1             MSK-V19                 10.22.148.16    AP5130DN        nor    1   106D:14H:14M:14S -
682   a8ca-7bb8-1040 MSK-V19-D-04-011_F4.53-2            MSK-V19                 10.22.148.65    AP5030DN        nor    4   15D:11H:20M:15S  -
683   745a-aae4-35c0 MSK-V19-C-03_C.3.4.81-1             MSK-V19                 10.22.148.60    AP5130DN        nor    0   32D:3H:32M:0S    -
684   745a-aae4-4640 MSK-V19-C-03_C.3.4.80-1             MSK-V19                 10.22.148.73    AP5130DN        nor    0   32D:3H:32M:41S   -
685   745a-aae4-4540 MSK-V19-C-03_C.3.4.68-1             MSK-V19                 10.22.148.102   AP5130DN        nor    0   32D:3H:32M:33S   -
686   745a-aae4-1860 MSK-V19-A-16_A.16.27-1              MSK-V19                 10.22.148.155   AP5130DN        nor    1   106D:14H:14M:15S -
687   745a-aae4-47c0 MSK-V19-A-16_A.16.26-1              MSK-V19                 10.22.148.54    AP5130DN        nor    0   106D:14H:14M:13S -
688   745a-aae4-4800 MSK-V19-A-16_A.16.25-1              MSK-V19                 10.22.148.75    AP5130DN        nor    1   106D:14H:14M:22S -
689   745a-aae4-45a0 MSK-V19-A-16_A.16.24-1              MSK-V19                 10.22.148.202   AP5130DN        nor    0   106D:14H:14M:35S -
690   a8ca-7ba9-e500 MSK-V19-D-03_D3.2.80-1              MSK-V19                 10.22.148.95    AP5130DN        nor    2   106D:14H:14M:31S -
691   745a-aae4-4ac0 MSK-V19-D-02-Sport-Koridor          MSK-V19                 10.22.148.107   AP5130DN        nor    0   106D:14H:14M:43S -
692   745a-aae4-49a0 MSK-V19-D-03_D3.2.82-1              MSK-V19                 10.22.148.123   AP5130DN        nor    0   106D:14H:14M:37S -
693   745a-aae4-4940 MSK-V19-D-03_D3.2.83-1              MSK-V19                 10.22.148.113   AP5130DN        nor    0   106D:14H:14M:39S -
694   745a-aae4-4560 MSK-V19-D-03_D3.2.85-1              MSK-V19                 10.22.148.19    AP5130DN        nor    5   106D:14H:14M:36S -
695   a8ca-7bb8-2060 MSK-V19-B-09-006                    MSK-V19                 10.22.148.87    AP5030DN        nor    0   96D:3H:58M:17S   -
696   bc62-0e2f-8040 MSK-KNP-AP8040                      MSK-KNP-CG              10.14.250.65    AP5030DN        nor    1   111D:11H:55M:9S  -
697   bc62-0e2f-8a80 MSK-KNP-AP8a80                      MSK-KNP-CG              10.14.249.83    AP5030DN        nor    0   111D:11H:23M:58S -
698   a8ca-7bb8-1fa0 MSK-V19-B-04-008                    MSK-V19                 10.22.148.49    AP5030DN        nor    0   35D:5H:31M:47S   -
699   745a-aae4-3160 MSK-V19-C-02_D2.4.195-1             MSK-V19                 10.22.148.211   AP5130DN        nor    0   10D:5H:25M:32S   -
700   745a-aae4-3300 MSK-V19-C-02_D2.4.175-1             MSK-V19                 10.22.148.66    AP5130DN        nor    3   106D:14H:14M:55S -
701   745a-aae4-2820 MSK-V19-C-02_D2.4.171-1             MSK-V19                 10.22.148.109   AP5130DN        nor    2   106D:14H:14M:50S -
702   a8ca-7ba9-e800 MSK-V19-C-02_D2.4.191-1             MSK-V19                 10.22.148.14    AP5130DN        nor    1   106D:14H:15M:5S  -
703   745a-aae4-2ee0 MSK-VOLG32-3.20.1-aae4-2ee0         MSK-VOL32               10.22.18.208    AP5130DN        nor    11  106D:13H:25M:26S -
704   745a-aacf-edc0 MSK-KNP-APedc0                      MSK-KNP-CG              10.14.250.67    AP5030DN        nor    1   111D:11H:24M:18S -
705   88cf-9883-dce0 MSK-V19-C-02_D2.4.174-1             MSK-V19                 10.22.148.104   AP5130DN        nor    0   106D:14H:14M:59S -
706   2cab-0062-5340 MSK-V19-C-02_D2.4.194-1             MSK-V19                 10.22.148.39    AP5130DN        nor    0   106D:14H:15M:0S  -
707   745a-aae4-20e0 MSK-V19-C-02_D2.4.172-1             MSK-V19                 10.22.148.247   AP5130DN        nor    0   106D:14H:15M:2S  -
708   a8ca-7ba9-db00 MSK-V19-C-02_D2.4.173-1             MSK-V19                 10.22.148.175   AP5130DN        nor    0   10D:5H:25M:34S   -
709   a8ca-7ba9-d720 MSK-V19-B-09-13_B9-5                MSK-V19                 10.22.148.26    AP5130DN        nor    1   106D:14H:14M:50S -
710   a8ca-7ba9-e5e0 MSK-V19-C-02_D2.4.182-1             MSK-V19                 10.22.148.33    AP5130DN        nor    0   10D:5H:25M:32S   -
711   a8ca-7ba9-e8c0 MSK-V19-C-02_D2.4.188-1             MSK-V19                 10.22.148.83    AP5130DN        nor    0   10D:5H:25M:35S   -
712   a8ca-7bb8-1dc0 MSK-V19-A-17-005_Anashkin           MSK-V19                 10.22.148.228   AP5030DN        nor    5   96D:7H:8M:44S    -
713   a8ca-7bb8-1e20 MSK-V19-A-10_peregoworka_A10.17-2   MSK-V19                 10.22.148.178   AP5030DN        nor    0   106D:14H:15M:27S -
714   a8ca-7bb8-1e40 MSK-V19-D-04_014                    MSK-V19                 10.22.148.92    AP5030DN        nor    2   50D:5H:5M:13S    -
715   a8ca-7ba9-e840 MSK-KNO-0-01-1.1.517                MSK-KNP-CG              10.22.152.128   AP5130DN        nor    2   109D:3H:7M:38S   -
716   a8ca-7ba9-dfe0 MSK-KNO-0-01-1.1.515                MSK-KNP-CG              10.22.152.142   AP5130DN        nor    1   109D:3H:7M:28S   -
717   a8ca-7ba9-d700 MSK-KNO-0-01-1.1.511                MSK-KNP-CG              10.22.152.8     AP5130DN        nor    8   109D:3H:7M:36S   -
718   a8ca-7ba9-d7e0 MSK-KNO-0-01-1.1.509                MSK-KNP-CG              10.22.152.7     AP5130DN        nor    2   109D:3H:7M:34S   -
719   a8ca-7ba9-dce0 MSK-KNO-0-01-1.1.507                MSK-KNP-CG              10.22.152.4     AP5130DN        nor    1   109D:3H:7M:42S   -
720   a8ca-7ba9-df00 MSK-KNO-0-01-1.1.505                MSK-KNP-CG              10.22.152.139   AP5130DN        nor    3   109D:3H:7M:39S   -
721   a8ca-7ba9-d4a0 MSK-KNO-0-04-3.4.321                MSK-KNP-CG              10.22.152.13    AP5130DN        nor    0   109D:7H:23M:33S  -
722   a8ca-7ba9-de00 MSK-KNO-0-04-3.4.317                MSK-KNP-CG              10.22.152.137   AP5130DN        nor    6   109D:7H:23M:39S  -
723   a8ca-7ba9-e200 MSK-KNO-0-04-3.4.313                MSK-KNP-CG              10.22.152.16    AP5130DN        nor    5   109D:7H:23M:34S  -
724   a8ca-7ba9-d9c0 MSK-KNO-0-04-3.4.323                MSK-KNP-CG              10.22.152.5     AP5130DN        nor    2   109D:7H:23M:39S  -
725   a8ca-7ba9-e1c0 MSK-KNO-0-02-2.2.207                MSK-KNP-CG              10.22.152.6     AP5130DN        nor    2   109D:7H:23M:37S  -
726   a8ca-7ba9-de80 MSK-KNO-0-02-2.2.203                MSK-KNP-CG              10.22.152.3     AP5130DN        nor    4   109D:7H:23M:36S  -
727   745a-aacf-f280 MSK-KNO-0-02-2.2.201                MSK-KNP-CG              10.22.152.140   AP5030DN        nor    1   109D:7H:23M:26S  -
728   a8ca-7ba9-d8a0 MSK-KNO-0-02-2.2.206                MSK-KNP-CG              10.22.152.21    AP5130DN        nor    1   109D:7H:24M:29S  -
729   745a-aacf-f520 MSK-KNO-0-02-2.2.198                MSK-KNP-CG              10.22.152.132   AP5030DN        nor    0   109D:7H:24M:31S  -
730   bc62-0e2f-8a00 MSK-CG-AP.8a00                      MSK-CG                  100.127.0.50    AP5030DN        nor    0   1D:8H:35M:8S     -
731   bc62-0e2f-51a0 MSK-VOLG32-4.23-51a0                MSK-VOL32               10.22.18.222    AP5030DN        nor    2   106D:13H:25M:19S -
732   bc62-0e2f-7f60 MSK-VOLG32-2.71-7f60                MSK-VOL32               10.22.18.205    AP5030DN        nor    1   106D:13H:25M:21S -
733   a8ca-7bb8-1da0 MSK-V19-B-04-004                    MSK-V19                 10.22.148.253   AP5030DN        nor    1   63D:5H:11M:22S   -
734   bc62-0e2f-9480 MSK-V19-D-02-010                    MSK-V19                 10.22.148.9     AP5030DN        nor    0   106D:14H:14M:41S -
735   a8ca-7bb8-1e80 MSK-V19-A-06-09_reception           MSK-V19                 10.22.148.177   AP5030DN        nor    2   25D:6H:34M:11S   -
736   8866-3903-eca0 702-3903-eca0                       MSK-60Y                 10.14.232.30    AP6150DN        nor    2   30D:5H:11M:20S   -
737   745a-aae4-28e0 MSK-VOLG32-2.47-28e0                MSK-VOL32               10.22.18.226    AP5130DN        nor    2   106D:13H:25M:14S -
738   a8ca-7ba9-dc40 MSK-D10-1-05-12.5.366               MSK-D10                 10.22.154.243   AP5130DN        nor    5   106D:16H:45M:27S -
739   9c71-3a90-32c0 MSK-D10-CH-AP32C0                   MSK-D10-CH              10.22.154.27    AP7052DN        nor    0   87D:1H:3M:39S    P
740   a8ca-7bb8-2120 MB-Dobr-204-2120                    MSK-BA6                 10.14.234.24    AP5030DN        nor    5   1D:5H:43M:12S    -
741   745a-aae4-3600 MSK-V19-D-04_f4.100-1               MSK-V19                 10.22.148.76    AP5130DN        nor    0   106D:14H:15M:54S -
742   745a-aacf-ee80 MSK-KNP-APee80                      MSK-KNP-CG              10.14.248.147   AP5030DN        nor    1   111D:13H:9M:32S  -
743   745a-aae4-2d00 MSK-VOLG32-4.25.3-2d00              MSK-VOL32               10.22.18.211    AP5130DN        nor    4   106D:13H:25M:18S -
744   8866-3904-2160 MSK-V19-A-07-Rafalovsky-3904-2160   MSK-V19                 10.22.148.69    AP6150DN        nor    0   106D:14H:10M:47S -
745   745a-aacf-eb40 MSK-KNP-APeb40                      MSK-KNP-CG              10.14.248.146   AP5030DN        nor    0   111D:13H:9M:15S  -
746   88cf-98e3-36a0 MSK-V19-C-04_D4.3.55-12             MSK-V19                 10.22.148.40    AP5130DN        nor    0   106D:14H:15M:58S -
747   88cf-98e3-3740 MSK-V19-C-04_D4.4.82-1              MSK-V19                 10.22.148.189   AP5130DN        nor    0   106D:14H:16M:0S  -
748   88cf-98ba-8060 MSK-V19-C-04_D4.4.83-1              MSK-V19                 10.22.148.158   AP5130DN        nor    0   106D:14H:15M:58S -
