AP_MAC,AP_NAME,AP_ADDRESS,AP_LOCATION
70:b3:17:41:10:a0,EKB-DD-RVC-FL10-AP.10A0,100.108.200.133,"г. Екатеринбург, ул. Бориса Ельцина, дом 3, этаж 10"
00:fc:ba:2a:04:88,PKL-A-FL07-AP04,10.14.33.72,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 7"
b4:de:31:81:fa:66,PKL-B-FL11-AP14,10.14.37.201,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 11"
70:7d:b9:56:88:b6,MSK-PPK-E-FL01-AP.88B6,10.14.62.3,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
70:7d:b9:56:89:16,PKL-A-FL02-AP05,10.14.32.12,"г. Москва, Поклонная ул., д. 3, к. 1, Башня А, этаж 2"
28:6f:7f:c3:4a:58,MSK-PPK-E-FL09_4-AP54,10.14.55.78,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
2c:d0:2d:57:b2:d4,MSK-PPK-E-FL11_3-AP02,10.14.53.3,"Москва, Кутузовский просп., 32, Башня E, этаж 11"
50:1c:b0:54:59:90,SML-001-FL-04-AP-03,100.107.180.14,"г. Смоленск, ул. Нормандии-Неман, 23"
38:0e:4d:bf:4b:78,PKL-C-FL01-AP05,10.14.39.118,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 1"
2c:d0:2d:7b:df:dc,MSK-PPK-E-FL09_3-AP67,10.14.55.16,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
2c:d0:2d:57:b3:f4,MSK-PPK-E-FL08_2-AP87,10.14.55.203,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
2c:d0:2d:7b:e0:e0,MSK-PPK-E-FL09_3-AP70,10.14.55.1,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
6c:20:56:e1:35:0f,MSK-V19-A-FL22-AP350F,10.24.71.13,"г.Москва, ул. Вавилова 19, корп. А, этаж 22"
28:6f:7f:c3:54:28,MSK-PPK-E-FL09_3-AP74,10.14.55.10,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
4c:77:6d:e2:17:2a,PKL-A-FL12-AP12,10.14.34.139,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 12"
84:3d:c6:64:74:5c,MSK-PPK-E-FL06_1-AP18,10.14.57.147,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
f4:db:e6:e3:bb:84,MSK-PPK-E-FL13_1-AP30,10.14.50.238,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
28:6f:7f:c3:51:74,MSK-PPK-E-FL05_1-AP08,10.14.58.136,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
00:2a:10:34:47:60,MSK-PPK-E-FL03_3-AP42,10.14.61.20,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
50:1c:b0:50:30:d8,SML-001-FL-03-AP-10,100.107.180.30,"г. Смоленск, ул. Нормандии-Неман, 23"
84:3d:c6:2b:b6:cc,MSK-PPK-E-FL03_2-AP21,10.14.60.222,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
38:0e:4d:f6:9d:00,PKL-C-FL10-AP08,10.14.39.115,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 10"
84:3d:c6:2b:ba:10,MSK-PPK-E-FL03_1-AP56,10.14.60.158,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
84:3d:c6:2b:c8:d4,MSK-PPK-E-FL13_2-AP16,10.14.51.7,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
28:6f:7f:c3:3f:ec,MSK-PPK-E-FL09_1-AP26,10.14.54.145,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
70:b3:17:52:8b:30,STV-RKC-02-FL03-AP03,100.105.71.140,"г. Ставрополь, ул. Кулакова, дом 7"
70:b3:17:41:10:2e,MSK-PPK-E-FL12-AP47,10.14.51.206,Неизвестен
fc:99:47:b0:dc:dc,YAR-0017-SOV-FL04-AP10,100.103.80.174,"г. Ярославль, ул. «Советская», 34), этаж 4"
fc:99:47:b0:dc:b4,YAR-0017-OCT-FL01-AP03,100.103.81.13,"г. Ярославль, пр-т «Октября», 8), этаж 1"
a0:e0:af:b0:21:30,MSK-PPK-E-FL05_3-AP02,10.14.59.11,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
7c:ad:74:50:14:9d,YAR-0017-SOV-FL01-AP149D,100.103.80.5," г.Ярославль, ул.Советская,34"
84:3d:c6:24:c7:10,MSK-PPK-E-FL06_2-AP43,10.14.57.200,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
fc:99:47:be:b8:07,YAR-0017-SOV-FL02-AP09,100.103.80.195,"г. Ярославль, ул. «Советская», 34), этаж 2"
00:2a:10:34:48:90,MSK-PPK-E-FL03_1-AP90,10.14.60.135,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
38:0e:4d:bf:54:cc,PKL-C-FL13-AP13,10.14.39.183,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 13"
28:ac:9e:52:88:a4,PKL-A-FL05-AP05,10.14.32.193,"г. Москва, Поклонная ул., д. 3, к. 1, Башня А, этаж 5"
28:6f:7f:c3:4a:28,MSK-PPK-E-FL09_2-AP29,10.14.54.195,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
2c:d0:2d:7b:e1:20,MSK-PPK-E-FL05_3-AP80,10.14.59.7,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
28:6f:7f:c3:53:d4,MSK-PPK-E-FL09_1-AP11,10.14.54.138,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
84:3d:c6:64:74:b8,MSK-PPK-E-FL06_4-AP66,10.14.58.79,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
28:6f:7f:c3:51:cc,MSK-PPK-E-FL08_4-AP55,10.14.56.70,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
84:3d:c6:8f:93:c8,MSK-PPK-E-FL04_3-AP80,10.14.60.14,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
84:3d:c6:8f:93:9c,MSK-PPK-E-FL01-AP-1-14.939c,10.14.62.129,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
70:7d:b9:56:93:4a,PKL-B-FL09-AP07,10.14.37.129,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 9"
4c:77:6d:e2:2f:6c,PKL-A-FL03-AP03,10.14.32.73,"г. Москва, Поклонная ул., д. 3, к. 1, Башня А, этаж 3"
b0:8b:cf:f9:23:ec,MSK-PPK-E-FL12-AP69,10.14.52.97,Неизвестен
f4:db:e6:e3:a3:3a,KMK-8624-0243-CCC-AP01,100.102.218.36,"г.Комсомольск-на-Амуре, ул. Красноармейская, 18"
00:fc:ba:75:46:7c,PKL-B-FL01-AP03,10.14.36.225,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 1"
b4:de:31:69:90:8c,PKL-B-FL10-AP14,10.14.37.217,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 10"
70:b3:17:52:ba:5c,MSK-PPK-E-FL14_1-AP47,10.14.50.55,"Москва, Кутузовский просп., 32, Башня E, этаж 14"
2c:d0:2d:57:b2:f4,MSK-PPK-E-FL08_1-AP08,10.14.55.143,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
28:ac:9e:52:88:96,PKL-A-FL09-AP05,10.14.33.193,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 9"
50:1c:b0:50:32:00,TUL-KOM-31-FL04-AP11,100.107.208.203,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
84:3d:c6:4d:ff:d4,LPC-8593-0112-CCC-AP.ffd4,100.109.158.8,"г. Липецк, ул. Первомайская, 2"
f4:db:e6:e3:a3:38,CHI-8600-0188-CCC-AP.A338,100.96.63.167,"Забайкальский край, г. Чита, ул. Подгорбунского, 62"
2c:d0:2d:7b:e4:1c,MSK-PPK-E-FL08_1-AP24,10.14.55.147,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
50:1c:b0:50:22:68,TUL-KOM-31-FL02-AP10,100.107.208.174,"г.Тула, ул. Коминтерна, дом 31, этаж 2"
fc:99:47:b0:e6:74,MSK-V19-A-FL23-APE674,10.24.71.12,"г.Москва, ул. Вавилова 19, корп. А, этаж 23"
50:1c:b0:50:36:e0,TUL-KOM-31-FL03-AP25,100.107.208.186,"г.Тула, ул. Коминтерна, дом 31, этаж 3"
84:3d:c6:24:b5:18,MSK-PPK-E-FL03_2-AP62,10.14.60.211,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
a0:e0:af:b0:1f:c0,MSK-PPK-E-FL08_3-AP71,10.14.56.20,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
38:0e:4d:bf:4b:74,PKL-C-FL11-AP04,10.14.39.79,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 11"
d0:72:dc:aa:07:3e,MSK-BRN-SBT-AP073E,172.29.202.25,
84:3d:c6:4e:0c:04,MSK-PPK-E-FL06_4-AP72,10.14.58.77,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
a0:e0:af:b0:1a:c4,MSK-PPK-E-FL07_3-AP83,10.14.57.3,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
fc:99:47:be:b8:74,YAR-0017-SOV-FL05-AP16,100.103.80.138,"г. Ярославль, ул. «Советская», 34), этаж 5"
4c:77:6d:e2:30:f8,PKL-A-FL13-AP10,10.14.34.207,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 13"
b4:de:31:82:1f:10,PKL-C-FL06-AP14,10.14.38.218,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 6"
60:73:5c:42:11:8f,YAR-0017-SOV-FL02-AP05,100.103.80.196,"г. Ярославль, ул. «Советская», 34), этаж 2"
38:0e:4d:6f:d5:ec,PKL-C-FL07-AP08,10.14.38.202,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 7"
2c:d0:2d:7b:e4:44,MSK-PPK-E-FL09_1-AP80,10.14.54.137,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
50:1c:b0:52:5d:88,TUL-KOM-31-FL04-AP26,100.107.208.222,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
50:1c:b0:50:27:60,SRB-HIM-000-FL-01-AP-05,100.107.105.75,"г. Химки, Юбилейный, 73"
50:1c:b0:50:30:58,SML-001-FL-03-AP-08,100.107.180.27,"г. Смоленск, ул. Нормандии-Неман, 23"
2c:33:11:80:70:56,MSK-PPK-E-FL16_2-AP40,10.14.49.5,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
70:7d:b9:56:88:2e,PKL-C-FL05-AP11,10.14.38.154,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 5"
4c:77:6d:e2:17:26,PKL-A-FL14-AP05,10.14.35.10,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 14"
00:d7:8f:31:3f:5c,MSK-PPK-E-FL12_1-AP21,10.14.51.131,"Москва, Кутузовский просп., 32, Башня E, этаж 12"
00:a6:ca:4c:ad:3c,MSK-PPK-E-FL04_3-AP81,10.14.60.7,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
50:1c:b0:50:3b:d0,TUL-KOM-31-FL02-AP05,100.107.208.147,"г.Тула, ул. Коминтерна, дом 31"
28:ac:9e:52:87:0e,PKL-A-FL20-AP04,10.14.36.133,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 20"
38:0e:4d:f6:a5:d4,PKL-B-FL03-AP03,10.14.36.213,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 3"
6c:b2:ae:ff:26:54,PKL-C-FL02-AP14,10.14.38.100,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 2"
70:b3:17:52:8a:3c,STV-RKC-01-FL03-AP02,100.105.71.142,"г. Ставрополь, ул. Кулакова, дом 7"
38:0e:4d:bf:53:fa,PKL-B-FL04-AP03,10.14.37.9,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 4"
50:1c:b0:50:25:f0,TUL-KOM-31-FL01-AP04,100.107.208.162,"г.Тула, ул. Коминтерна, дом 31, этаж 1"
38:0e:4d:f6:9c:36,PKL-C-FL05-AP14,10.14.38.139,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 5"
84:3d:c6:64:75:c4,MSK-PPK-E-FL15_2-AP14,10.14.49.133,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
fc:99:47:be:b8:4e,YAR-0017-SOV-FL02-AP12,100.103.80.121,"г. Ярославль, ул. «Советская», 34), этаж 2"
84:3d:c6:4e:0b:dc,MSK-PPK-E-FL06_3-AP73,10.14.58.10,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
28:ac:9e:e6:0f:26,PKL-A-FL10-AP13,10.14.34.10,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 10"
b4:de:31:69:84:ac,PKL-B-FL12-AP15,10.14.38.23,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 12"
2c:d0:2d:a3:18:0c,MSK-PPK-E-FL05_1-AP24,10.14.58.140,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
f4:db:e6:e3:cb:76,MSK-PPK-E-FL14_1-AP09,10.14.50.38,"Москва, Кутузовский просп., 32, Башня E, этаж 14"
70:b3:17:41:15:e2,STV-RKC-01-FL03-AP04,100.105.71.143,"г. Ставрополь, ул. Кулакова, дом 7"
b4:de:31:81:ec:64,PKL-B-FL10-AP08,10.14.37.199,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 10"
00:81:c4:fb:3a:f4,MSK-V19-A-FL22-AP3AF4,10.14.30.2,"г.Москва, ул. Вавилова 19, корп. А, этаж 22"
28:ac:9e:e5:f3:0e,PKL-A-FL08-AP12,10.14.33.137,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 8"
28:6f:7f:c3:49:f0,MSK-PPK-E-FL07_4-AP88,10.14.57.85,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
84:3d:c6:2b:c7:04,KUR-8596-0154-CCC-AP03,100.109.247.4,"г. Курск, ул. Ленина, 67"
84:3d:c6:07:51:88,MSK-PPK-E-FL06_4-AP54,10.14.58.84,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
84:3d:c6:4e:0a:b8,MSK-PPK-E-FL06_3-AP81,10.14.58.1,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
28:6f:7f:c3:47:f4,MSK-PPK-E-FL07_1-AP24,10.14.56.147,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
2c:d0:2d:7b:e0:1c,MSK-PPK-E-FL16_2-AP35,10.14.49.19,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
28:6f:7f:64:af:8c,MSK-PPK-E-FL10_3-AP06,10.14.54.16,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
60:73:5c:42:11:c1,YAR-0017-SOV-FL01-AP09,100.103.80.169,"г. Ярославль, ул. «Советская», 34, этаж 1"
70:b3:17:52:8b:0a,MSK-PPK-E-FL12-AP89,10.14.52.104,Неизвестен
2c:d0:2d:a3:19:88,MSK-PPK-E-FL09_3-AP66,10.14.55.4,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
fc:99:47:be:c2:2f,YAR-0017-SOV-FL01-AP01,100.103.80.192,"г. Ярославль, ул. «Советская», 34, этаж 1"
38:0e:4d:f6:a5:d2,PKL-C-FL09-AP10,10.14.39.15,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 9"
38:0e:4d:93:9b:28,PKL-C-FL08-AP04,10.14.39.7,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 8"
b4:de:31:82:1f:14,PKL-B-FL13-AP02,10.14.38.10,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 13"
2c:d0:2d:7b:e5:f4,MSK-PPK-E-FL10_3-AP69,10.14.54.12,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
70:b3:17:52:90:26,MSK-PPK-E-FL15_3-AP95,10.14.49.236,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
28:ac:9e:52:83:e4,PKL-A-FL16-AP10,10.14.35.130,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 16"
b4:de:31:1e:e7:40,PKL-C-FL05-AP10,10.14.38.143,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 5"
f4:db:e6:e3:a6:7e,CHA-9042-0502-CCC-AP.A67E,100.97.147.86,Неизвестен
50:1c:b0:54:4f:a8,AP501C.B054.4FA8,100.107.224.138,Неизвестен
b4:de:31:32:8e:a2,PKL-C-FL06-AP04,10.14.38.215,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 6"
00:81:c4:fd:4f:64,TUL-8604-0170-CCC-AP.4f64,100.107.224.134,"г. Тула, пл. Крестовоздвиженская, д.1"
4c:77:6d:e2:17:60,PKL-A-FL06-AP08,10.14.33.1,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 6"
84:3d:c6:4e:0b:cc,MSK-PPK-E-FL06_1-AP28,10.14.57.142,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
28:6f:7f:8f:b3:7c,MSK-PPK-E-FL07_1-AP12,10.14.56.146,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
f4:db:e6:f4:f0:1c,KAM-8621-0671-CCC-AP02,100.102.108.227,"г.Камышин, ул.Базарова, д.101"
60:73:5c:42:10:8c,YAR-0017-OCT-FL01-AP10,100.103.81.37,"г. Ярославль, пр-т «Октября», 8), этаж 1"
2c:d0:2d:7b:e4:18,MSK-PPK-E-FL09_3-AP06,10.14.55.18,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
84:3d:c6:64:74:18,MSK-PPK-E-FL04_3-AP63,10.14.60.6,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
84:3d:c6:8f:93:f8,MSK-PPK-E-FL02-AP.93f8,10.14.61.17,"Москва, Кутузовский просп., 32, Башня E, этаж 2"
00:81:c4:fb:92:dc,MSK-PPK-E-FL04_2-AP17,10.14.59.211,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
00:81:c4:fd:4f:78,MSK-PPK-E-FL11_1-AP12,10.14.52.134,"Москва, Кутузовский просп., 32, Башня E, этаж 11"
00:81:c4:fb:94:00,MSK-PPK-E-FL02-AP.9400,10.14.61.27,"Москва, Кутузовский просп., 32, Башня E, этаж 2"
70:70:8b:0c:5b:e0,MSK-PPK-E-FL01-AP.5BE0,10.14.61.9,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
38:0e:4d:bf:54:0e,PKL-B-FL09-AP13,10.14.37.137,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 9"
a0:e0:af:b0:1a:e4,MSK-PPK-E-FL07_1-AP10,10.14.56.148,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
50:1c:b0:52:5f:28,TUL-KOM-31-FL04-AP12,100.107.208.210,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
00:fc:ba:2a:06:e2,PKL-A-FL04-AP14,10.14.32.140,"г. Москва, Поклонная ул., д. 3, к. 1, Башня А, этаж 4"
4c:77:6d:21:9d:70,PKL-C-FL03-AP03,10.14.38.84,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 3"
70:b3:17:52:90:e6,STV-RKC-01-FL03-AP03,100.105.71.130,"г. Ставрополь, ул. Кулакова, дом 7"
00:81:c4:fd:4e:74,MSK-PPK-E-FL03_2-AP71,10.14.60.201,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
fc:99:47:be:c2:4a,YAR-0017-SOV-FL01-AP04,100.103.80.189,"г. Ярославль, ул. «Советская», 34, этаж 1"
2c:d0:2d:57:b4:30,MSK-PPK-E-FL11_3-AP81,10.14.53.18,"Москва, Кутузовский просп., 32, Башня E, этаж 11"
38:0e:4d:f6:a5:d0,PKL-B-FL12-AP04,10.14.38.27,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 12"
38:0e:4d:93:9b:e4,PKL-C-FL07-AP01,10.14.38.199,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 7"
2c:d0:2d:57:b4:8c,MSK-PPK-E-FL10_4-AP83,10.14.54.68,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
4c:77:6d:92:d1:3c,PKL-B-FL13-AP04,10.14.38.12,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 13"
84:3d:c6:64:74:a0,MSK-PPK-E-FL04_1-AP48,10.14.59.131,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
84:3d:c6:64:74:98,MSK-PPK-E-FL06_3-AP02,10.14.58.6,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
2c:d0:2d:a3:18:ac,MSK-PPK-E-FL05_1-AP23,10.14.58.145,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
38:0e:4d:bf:4b:ca,PKL-A-FL17-AP01,10.14.35.199,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 17"
84:3d:c6:64:75:c8,MSK-PPK-E-FL03_2-AP68,10.14.60.213,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
70:b3:17:41:15:ea,MSK-PPK-E-FL12-AP85,10.14.51.161,Неизвестен
28:ac:9e:52:88:ac,PKL-A-FL05-AP06,10.14.32.194,"г. Москва, Поклонная ул., д. 3, к. 1, Башня А, этаж 5"
50:1c:b0:52:60:40,TUL-KOM-31-FL04-AP30,100.107.208.218,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
00:2a:10:34:54:44,MSK-PPK-E-FL04_1-AP49,10.14.59.149,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
84:3d:c6:4d:ff:78,ENG-8622-0372-CCC-AP.ff78,100.102.154.117,"г.Энгельс, пр-т Фридриха Энгельса, 11а"
28:ac:9e:52:83:ec,PKL-A-FL14-AP12,10.14.35.14,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 14"
fc:99:47:c8:34:71,MSK-DF-D10-AP3471,10.31.128.129,"г.Москва, наб. Новоданиловская, дом 10"
84:3d:c6:4e:0c:a4,MSK-PPK-E-FL13_2-AP89,10.14.51.4,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
84:3d:c6:2b:ba:18,MSK-PPK-E-FL03_1-AP47,10.14.60.142,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
70:7d:b9:56:89:04,PKL-B-FL07-AP06,10.14.37.84,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 7"
84:3d:c6:24:b5:80,STR-8592-0629-CCC-AP.b580,100.109.118.253,"Белгородская обл., г. Старый Оскол, ул. Ленина, 49/44"
2c:d0:2d:7b:e0:d8,MSK-PPK-E-FL07_4-AP89,10.14.57.66,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
70:b3:17:52:90:e4,BGV-8636-0209-CCC-AP1A74,100.99.173.20,"г. Благовещенск, ул. Зейская, 240 - отдел кассовой работы"
28:ac:9e:e6:14:8a,PKL-A-FL09-AP14,10.14.33.200,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 9"
a0:e0:af:b0:1b:54,MSK-PPK-E-FL05_1-AP20,10.14.58.144,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
60:73:5c:42:05:66,YAR-0017-SOV-FLA1-AP01,100.103.80.187,"г. Ярославль, ул. «Советская», 34),"
84:3d:c6:07:52:8c,BLG-8592-0068-CCC-AP04,100.109.120.5,"г. Белгород, Народный бульвар, 87"
84:3d:c6:24:c5:e4,YAS-8623-0427-CCC-AP01,100.102.189.100,"г.Ясный, ул.Ленина, 34"
2c:d0:2d:7b:e0:28,MSK-PPK-E-FL07_2-AP44,10.14.56.197,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
28:6f:7f:64:b6:dc,MSK-PPK-E-FL09_4-AP47,10.14.55.77,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
84:3d:c6:2b:c8:00,MSK-PPK-E-FL12_3-AP79,10.14.52.4,"Москва, Кутузовский просп., 32, Башня E, этаж 12"
d0:72:dc:36:f2:0c,MSK-BRN-SBT-APF20C,172.29.202.15,
70:7d:b9:56:93:6c,PKL-B-FL09-AP04,10.14.37.135,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 9"
6c:b2:ae:fe:ef:90,PKL-C-FL11-AP02,10.14.39.117,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 11"
f4:db:e6:f1:38:de,TUM-9067-0002-CCC-AP.38DE,100.100.32.181,"Тюменская область, г.Тюмень, ул.Рижская,61"
00:fc:ba:2a:04:8c,PKL-A-FL20-AP02,10.14.36.134,"г. Москва, Поклонная ул., д. 3, к. 1, Башня A, этаж 20"
2c:d0:2d:57:b3:00,MSK-PPK-E-FL09_3-AP87,10.14.55.11,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
bc:26:c7:18:e1:42,NNO-NOC-AP01,100.97.145.2,"Нижний Новгород, Сахарова, 2а"
50:1c:b0:50:1b:68,TUL-KOM-31-FL04-AP21,100.107.208.227,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
00:81:c4:fb:94:cc,STR-8592-0629-CCC-AP.94cc,100.109.118.250,"Белгородская обл., г. Старый Оскол, ул. Ленина, 49/44"
50:1c:b0:52:5f:f8,TUL-KOM-31-FL04-AP23,100.107.208.225,"г.Тула, ул. Коминтерна, дом 31, этаж 4"
70:b3:17:52:8a:54,MSK-PPK-E-FL11-AP91,10.14.53.96,Неизвестен
70:b3:17:41:1b:d2,MSK-PPK-E-FL14_3-AP03,10.14.50.159,"Москва, Кутузовский просп., 32, Башня E, этаж 14"
2c:d0:2d:a3:19:98,MSK-PPK-E-FL05_1-AP21,10.14.58.130,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
50:1c:b0:50:3c:c0,TUL-KOM-31-FL03-AP24,100.107.208.185,"г.Тула, ул. Коминтерна, дом 31, этаж 3"
38:0e:4d:93:9b:de,PKL-C-FL13-AP14,10.14.39.150,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 13"
a0:e0:af:ad:dc:cc,MSK-PPK-E-FL10_2-AP30,10.14.53.193,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
00:81:c4:fd:4d:98,MSK-PPK-E-FL03_1-AP48,10.14.60.141,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
28:6f:7f:c3:49:f4,MSK-PPK-E-FL10_3-AP02,10.14.54.15,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
00:5d:73:19:27:8a,PKL-C-FL04-AP06,10.14.38.135,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 4"
2c:d0:2d:7b:e4:d0,MSK-PPK-E-FL08_1-AP22,10.14.55.149,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
2c:33:11:ed:41:4a,MSK-PPK-E-FL16_4-AP50,10.14.48.201,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
38:0e:4d:bf:4b:00,PKL-C-FL08-AP13,10.14.39.22,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 8"
00:2c:c8:99:5e:4a,MSK-9038-01658-AP.05,100.66.153.154,"г. Москва, ул. Таганская, дом 31/22"
60:73:5c:ad:d9:e0,YAR-0017-SOV-FL04-AP03,100.103.80.201,"г. Ярославль, ул. «Советская», 34), этаж 4"
bc:26:c7:92:2d:f8,ALT-8644-0216-CCC-AP02,100.106.191.68,Неизвестен
00:81:c4:fb:92:b4,MSK-PPK-E-FL06_1-AP30,10.14.57.145,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
