AP_MAC,AP_NAME,AP_ADDRESS,AP_LOCATION
f4:db:e6:b6:6b:50,MSK-PPK-E-FL04-AP57,10.14.60.89,"г. Москва, Поклонная ул., д. 3, к. 1, Башня E, этаж 04"
b0:8b:cf:e9:68:76,MSK-PPK-E-FL12-AP12,10.14.51.166,Неизвестен
70:b3:17:41:1a:6e,AP70B3.1741.1A6E,10.14.49.97,"Москва, Кутузовский просп., 32, Башня E, этаж 15"
f4:db:e6:f1:39:0c,MSK-PPK-E-FL13_1-AP31,10.14.50.239,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
00:a6:ca:4c:ac:88,MSK-PPK-E-FL06_4-AP64,10.14.58.66,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
f4:db:e6:f1:44:c8,MSK-PPK-E-FL16-AP26,10.14.48.24,"г. Москва, Поклонная ул., д. 3, к. 1, Башня E, этаж 16"
2c:d0:2d:57:a4:6c,MSK-PPK-E-FL05_3-AP70,10.14.59.17,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
00:81:c4:fd:4d:c0,MSK-PPK-E-FL03_1-AP60,10.14.60.150,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
70:b3:17:52:85:58,MSK-PPK-E-FL15_2-AP03,10.14.49.169,"Москва, Кутузовский просп., 32, Башня E, этаж 1"
fc:99:47:b1:08:bf,MSK-V19-A-FL21-AP08BF,10.24.71.16,"г.Москва, ул. Вавилова 19, корп. А, этаж 21"
b4:de:31:32:a4:7a,MSK-PPK-E-FL11-AP66,10.14.53.101,Неизвестен
b4:de:31:1e:ac:a0,PKL-B-FL13-AP11,10.14.38.30,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 13"
2c:d0:2d:7b:e4:64,MSK-PPK-E-FL11_2-AP35,10.14.52.201,"Москва, Кутузовский просп., 32, Башня E, этаж 11"
2c:d0:2d:7b:e4:20,MSK-PPK-E-FL09_2-AP81,10.14.54.199,"Москва, Кутузовский просп., 32, Башня E, этаж 9"
2c:d0:2d:7b:e0:40,MSK-PPK-E-FL16_2-AP83,10.14.49.22,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
84:3d:c6:24:c6:c0,MSK-PPK-E-FL13_3-AP69,10.14.51.66,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
28:6f:7f:c3:52:68,MSK-PPK-E-FL08_1-AP07,10.14.55.145,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
2c:d0:2d:57:b2:a8,MSK-PPK-E-FL10_3-AP66,10.14.54.18,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
2c:d0:2d:7b:df:a8,MSK-PPK-E-FL07_1-AP27,10.14.56.135,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
28:6f:7f:64:a6:84,MSK-PPK-E-FL05_1-AP11,10.14.58.142,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
2c:d0:2d:7b:df:cc,MSK-PPK-E-FL10_4-AP49,10.14.54.74,"Москва, Кутузовский просп., 32, Башня E, этаж 10"
00:2a:10:34:47:04,MSK-PPK-E-FL16_3-AP77,10.14.48.146,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
28:6f:7f:64:b6:c8,MSK-PPK-E-FL11_3-AP78,10.14.53.15,"Москва, Кутузовский просп., 32, Башня E, этаж 11"
70:b3:17:52:85:3a,MSK-PPK-E-FL08-AP29,10.14.55.215,"г. Москва, Поклонная ул., д. 3, к. 1, Башня E, этаж 8"
84:3d:c6:24:c7:6c,MSK-PPK-E-FL06_2-AP45,10.14.57.198,"Москва, Кутузовский просп., 32, Башня E, этаж 6"
84:3d:c6:24:c7:40,MSK-PPK-E-FL04_4-AP58,10.14.60.66,"Москва, Кутузовский просп., 32, Башня E, этаж 4"
2c:d0:2d:57:ac:f8,MSK-PPK-E-FL16_4-AP86,10.14.48.213,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
84:3d:c6:24:ae:f0,MSK-PPK-E-FL16_3-AP75,10.14.48.149,"Москва, Кутузовский просп., 32, Башня E, этаж 16"
2c:d0:2d:7b:e4:dc,MSK-PPK-E-FL05_3-AP01,10.14.59.20,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
2c:d0:2d:a3:1a:b0,MSK-PPK-E-FL07_4-AP60,10.14.57.81,"Москва, Кутузовский просп., 32, Башня E, этаж 7"
f4:db:e6:f1:39:16,URP-8621-0607-CCC-AP.3916,100.102.106.164,"г.Урюпинск, пр-т Ленина, д.38"
2c:d0:2d:57:b3:38,MSK-PPK-E-FL08_4-AP67,10.14.56.65,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
00:81:c4:fd:4f:38,MSK-PPK-E-FL03_4-AP80,10.14.61.67,"Москва, Кутузовский просп., 32, Башня E, этаж 3"
2c:d0:2d:7b:e4:38,MSK-PPK-E-FL17-AP06,10.14.49.30,"Москва, Кутузовский просп., 32, Башня E, этаж 17"
a0:e0:af:b0:1b:a4,MSK-PPK-E-FL05_3-AP92,10.14.59.4,"Москва, Кутузовский просп., 32, Башня E, этаж 5"
b4:de:31:69:b0:f6,PKL-B-FL13-AP09,10.14.38.31,"г. Москва, Поклонная ул., д. 3, к. 1, Башня B, этаж 13"
38:0e:4d:f6:9c:b4,PKL-C-FL09-AP06,10.14.39.29,"г. Москва, Поклонная ул., д. 3, к. 1, Башня C, этаж 9"
70:b3:17:41:1b:ce,AST-8625-0253-CCC-AP.1BCE,100.102.241.85,"г.Астрахань, ул.Анри Барбюса, 25, пл.Вокзальная, 20г"
50:1c:b0:50:18:f0,TUL-KOM-31-FL03-AP12,100.107.208.193,"г.Тула, ул. Коминтерна, дом 31, этаж 3"
60:73:5c:42:11:66,YAR-0017-SOV-FL02-AP02,100.103.80.186,"г. Ярославль, ул. «Советская», 34), этаж 2"
f4:db:e6:e3:a3:30,CHI-8600-0188-CCC-AP.A330,100.96.63.165,"Забайкальский край, г. Чита, ул. Подгорбунского, 62"
2c:d0:2d:57:b3:68,MSK-PPK-E-FL08_4-AP57,10.14.56.79,"Москва, Кутузовский просп., 32, Башня E, этаж 8"
a0:e0:af:b0:20:20,MSK-PPK-E-FL17-AP10,10.14.49.32,"Москва, Кутузовский просп., 32, Башня E, этаж 17"
00:be:75:cf:e2:c6,ORS-8623-0523-CCC-AP03,100.102.188.226,"г.Оренбург, ул.Володарского, 16"
f4:db:e6:f4:f6:12,ALT-8610-0334-CCC-AP.F612,100.97.137.4,"г.Альтемьевск ул. Ленина, 122"
70:b3:17:0c:91:bc,ALT-8610-0334-CCC-AP.91BC,100.97.137.5,"г.Альтемьевск ул. Ленина, 122"
84:3d:c6:4e:0c:64,KND-8621-0448-CCC-AP01,100.102.105.20,"г.Калач-на-Дону, ул.Октябрьская, д.281"
84:3d:c6:4e:0c:9c,MIK-8621-0536-CCC-AP.0c09,100.102.106.227,"г.Михайловка, ул.Поперечная, д.1"
84:3d:c6:24:b4:c4,MIK-8621-0536-CCC-AP.b4c4,100.102.106.226,"г.Михайловка, ул.Поперечная, д.1"
70:69:5a:d2:1a:74,BUY-8610-0605-CCC-AP01,100.97.137.52,"г.Буинск ул. Центральная, 5"
f0:f7:55:df:b9:68,VRN-9YA-AP.b968,172.29.166.6,
a4:4c:11:6e:02:b0,VRN-9YA-AP.02b0,172.29.166.5,
ac:f2:c5:71:76:ac,SPB-SBT-AP01,172.29.109.162,
f4:db:e6:e3:bb:88,MSK-PPK-B-FL16-AP05,10.96.255.20,"Москва, Кутузовский просп., 32, Башня B, этаж 16"
70:b3:17:41:15:40,MSK-PPK-B-FL16-AP01,10.96.255.21,"Москва, Кутузовский просп., 32, Башня B, этаж 16"
a0:3d:6f:44:07:6c,MSK-PPK-B-FL16-AP04,10.96.255.18,"Москва, Кутузовский просп., 32, Башня B, этаж 16"
28:6f:7f:64:b7:a8,MSK-PPK-B-FL16-AP02,10.96.255.25,"Москва, Кутузовский просп., 32, Башня B, этаж 16"
a0:e0:af:b0:20:18,MSK-PPK-B-FL16-AP03,10.96.255.19,"Москва, Кутузовский просп., 32, Башня B, этаж 16"
84:3d:c6:64:75:f0,MSK-PPK-E-FL13-AP12,10.14.51.1,Неизвестен
f4:db:e6:e3:a6:3c,ZLD-8610-0558-CCC-AP01,100.97.137.36,"г.Зеленодольск ул. Ленина, 70"
f4:db:e6:f4:e9:54,VLV-8635-0245-CCC-AP.E954,100.99.123.8,"г. Владивосток ул. Фонтанная, 18 "
f4:db:e6:e3:99:38,VLV-8635-0245-CCC-AP.9938,100.99.123.4,"г. Владивосток ул. Фонтанная, 18 "
70:b3:17:0c:88:62,VLV-8635-0245-CCC-AP.8862,100.99.123.7,"г. Владивосток ул. Фонтанная, 18 "
f4:db:e6:f1:2f:a8,VLV-8635-0245-CCC-AP.2FA8,100.99.123.5,"г. Владивосток ул. Фонтанная, 18 "
f4:db:e6:e3:99:32,VLV-8635-0245-CCC-AP.9932,100.99.123.6,"г. Владивосток ул. Фонтанная, 18 "
f4:db:e6:e3:bb:86,MSK-PPK-E-FL13_1-AP50,10.14.50.249,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
70:b3:17:a2:8c:f8,MSK-PPK-E-FL13_1-AP51,10.14.50.193,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
70:b3:17:52:af:88,MSK-PPK-E-FL13_1-AP53,10.14.50.253,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
f4:db:e6:f1:44:ce,MSK-PPK-E-FL13_1-AP47,10.14.50.250,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
f4:db:e6:e3:cb:6c,MSK-PPK-E-FL13_1-AP48,10.14.50.252,"Москва, Кутузовский просп., 32, Башня E, этаж 13"
f4:db:e6:f1:2f:ac,SPA-8635-0247-CCC-AP.2fac,100.99.123.51,"г.Спасск-Дальний, ул.Ленинская,42 "
f4:db:e6:e3:a6:4c,SPA-8635-0247-CCC-AP.A64C,100.99.123.50,"г.Спасск-Дальний, ул.Ленинская,42 "
70:b3:17:52:af:ac,NHD-8635-0272-CCC-AP.AFAC,100.99.123.38,"г.Находка,ул.Портовая,3"
70:b3:17:52:af:b8,NHD-8635-0272-CCC-AP.AFB8,100.99.123.39,"г.Находка,ул.Портовая,3"
38:0e:4d:bf:55:da,DAL-8635-0248-CCC-AP.55DA,100.99.123.68,"г. Дальнереченск ул. Ленина, 61 "
70:b3:17:a2:8d:2a,NHD-8635-0272-CCC-AP.8D2A,100.99.123.36,"г.Находка,ул.Портовая,3"
6c:b2:ae:2e:d8:00,MSK-OP41-FL03-AP05-CH,10.17.199.2,"г. Москва, пер. Оружейный, дом 41, этаж 3"
6c:b2:ae:2e:d8:10,MSK-OP41-FL03-AP04-CH,10.17.199.1,"г. Москва, пер. Оружейный, дом 41, этаж 3"
6c:b2:ae:2e:d7:6a,MSK-OP41-FL03-AP02-CH,10.17.199.5,"г. Москва, пер. Оружейный, дом 41, этаж 3"
6c:b2:ae:2e:d7:a8,MSK-OP41-FL03-AP01-CH,10.17.199.3,"г. Москва, пер. Оружейный, дом 41, этаж 3"
f4:db:e6:f1:39:06,MYN-8588-0262-CCC-AP01,100.102.73.244,"пгт.Майна, ул.Полбина, 4б"
00:2a:10:6e:67:b4,9038/0505-FL01-AP04,100.66.132.53,"г. Москва, ул. Шарикоподшипниковская, дом 36/15"
00:62:ec:1f:fd:14,9038/0505-FL01-AP01,100.66.132.54,"г. Москва, ул. Шарикоподшипниковская, дом 36/15"
84:3d:c6:2b:bb:74,9038/0505-FL01-AP05,100.66.132.51,"г. Москва, ул. Шарикоподшипниковская, дом 36/15"
00:81:c4:fb:39:dc,9038/0505-FL01-AP02,100.66.132.52,"г. Москва, ул. Шарикоподшипниковская, дом 36/15"
00:62:ec:f1:44:60,9038/0505-FL01-AP03,100.66.132.55,Неизвестен
f4:db:e6:c1:a7:0a,USR-8635-0246-CCC-AP.A70A,100.99.123.23,"г.Уссурийск, ул.Ленина,56 "
f4:db:e6:c1:a8:1c,USR-8635-0246-CCC-AP.A81C,100.99.123.22,"г.Уссурийск, ул.Ленина,56 "
f4:db:e6:d9:7a:1e,USR-8635-0246-CCC-AP.7A1E,100.99.123.20,"г.Уссурийск, ул.Ленина,56 "
f4:db:e6:f1:41:52,INZ-8588-0189-CCC-AP.4152,100.102.73.228,"г.Инза, ул.Труда, 17"
70:b3:17:a2:8d:30,SVO-8636-0210-CCC-AP.8D30,100.99.173.194,г. Свободный . Ул. Ленина .79
70:b3:17:41:10:9a,STV-RKC-02-FL02-AP01,100.105.71.135,Неизвестен
70:b3:17:52:af:d0,NHD-8635-0272-CCC-AP.AFD0,100.99.123.37,"г.Находка,ул.Портовая,3"
84:3d:c6:07:52:7c,PPK-15.3FL-AP38,10.14.49.196,"Москва, Кутузовский просп., 32, Башня E, этаж 17"
88:66:39:03:c6:c0,BAR-8644-0197-CCC-AP06,100.106.191.247,"г.Барнаул, ул.Путиловская, 20-в"
04:b0:e7:49:e9:60,UPO12-B03-FL03_e960,10.14.4.8,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:08:e0,UPO12-B03-FL03_08e0,10.14.4.6,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:ec:e0,UPO12-B03-FL02-AP-12,10.14.4.137,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
bc:62:0e:2f:93:40,bc62-0e2f-9340,10.14.4.125,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:24:60,UPO12-B03-FL03_2460,10.14.4.9,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:03:fc:60,MSK-UPO-13-FL03_AP05,10.14.8.14,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
c0:bf:c0:a6:c8:40,MSK-UPO-13-FL01_AP11,10.14.8.19,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
04:b0:e7:49:f0:e0,MSK-UPO-13-FL03_AP16,10.14.8.8,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:04:25:80,MSK-UPO-13-FL03_AP14,10.14.8.11,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
00:06:f4:ca:68:b0,0006-f4ca-68b0,10.17.193.152,Неизвестен
88:66:39:03:fc:80,MSK-UPO-13-FL03_AP13,10.14.8.6,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:04:24:a0,MSK-UPO-13-FL03_AP22,10.14.8.10,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:4a:16:a0,MSK-UPO-13-FL02_16A0,10.14.8.20,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:03:fb:40,MSK-UPO-13-FL03_AP04,10.14.8.9,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:e7:80,MSK-UPO-13-FL03_AP18,10.14.8.1,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:04:1b:c0,MSK-UPO-13-FL03_AP09,10.14.8.125,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:e9:e0,MSK-UPO-13-FL02_E9E0,10.14.8.23,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:03:ea:60,MSK-UPO-13-FL02_EA60,10.14.8.27,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:1a:a0,MSK-UPO-13-FL03_AP12,10.14.8.4,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:03:e9:c0,MSK-UPO-13-FL02_E9C0,10.14.8.25,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:25:e0,MSK-UPO-13-FL03_AP20,10.14.8.130,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:03:e5:e0,MSK-UPO-13-FL02_E5E0,10.14.8.32,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
70:79:90:bb:a5:60,MSK-UPO-13-FL01_AP01,10.14.8.26,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
04:b0:e7:49:e8:a0,MSK-UPO-13-FL02_E8A0,10.14.8.22,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
bc:62:0e:2f:8e:00,MSK-UPO-13-FL02_8E00,10.14.8.18,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
74:5a:aa:e4:27:40,MSK-UPO-13-FL02_2740,10.14.8.17,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:25:00,MSK-UPO-13-FL03_AP02,10.14.8.126,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
bc:62:0e:2f:79:e0,MSK-UPO-13-FL02_79E0,10.14.8.31,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:03:e9:a0,MSK-UPO-13-FL02_E9A0,10.14.8.24,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
c0:bf:c0:a6:ce:60,MSK-UPO-13-FL01_AP08,10.14.8.34,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
88:66:39:04:24:c0,MSK-UPO-13-FL03_AP03,10.14.8.131,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:04:1c:60,MSK-UPO-13-FL03_AP07,10.14.8.15,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:f1:00,MSK-UPO-13-FL03_AP25,10.14.8.128,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:f1:40,MSK-UPO-13-FL03_AP17,10.14.8.12,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:ec:00,MSK-UPO-13-FL03_AP15,10.14.8.127,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
04:b0:e7:49:f0:c0,MSK-UPO-13-FL03_AP23,10.14.8.3,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:04:1b:00,MSK-UPO-13-FL03_AP11,10.14.8.132,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:03:eb:c0,MSK-UPO-13-FL02_EBC0,10.14.8.36,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
70:79:90:bb:a5:40,MSK-UPO-13-FL01_AP02,10.14.8.39,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
88:66:39:03:e5:a0,MSK-UPO-13-FL02_E5A0,10.14.8.42,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:03:e1:20,MSK-UPO-13-FL02_E120,10.14.8.43,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
c0:bf:c0:a6:c9:20,MSK-UPO-13-FL01_AP05,10.14.8.35,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
c0:bf:c0:a6:cd:a0,MSK-UPO-13-FL01_AP06,10.14.8.28,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
c0:bf:c0:a6:ca:c0,MSK-UPO-13-FL01_AP10,10.14.8.21,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
bc:62:0e:2f:96:a0,MSK-UPO-13-FL02_96A0,10.14.8.41,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:1c:40,MSK-UPO-13-FL03_AP10,10.14.8.5,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
c0:bf:c0:a6:ce:00,MSK-UPO-13-FL01_AP07,10.14.8.29,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
70:79:90:bb:a5:80,MSK-UPO-13-FL01_AP04,10.14.8.44,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
c0:bf:c0:a6:c7:20,MSK-UPO-13-FL01_AP03,10.14.8.30,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
88:66:39:03:e5:80,MSK-UPO-13-FL02_E580,10.14.8.38,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:1b:a0,MSK-UPO-13-FL03_AP08,10.14.8.129,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:03:e1:40,MSK-UPO-13-FL02_E140,10.14.8.37,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
88:66:39:04:24:e0,MSK-UPO-13-FL03_AP19,10.14.8.134,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
88:66:39:03:eb:e0,MSK-UPO-13-FL02_EBE0,10.14.8.40,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
04:b0:e7:49:f0:a0,MSK-UPO-13-FL03_AP24,10.14.8.7,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
c0:bf:c0:a6:c6:80,MSK-UPO-13-FL01_AP09,10.14.8.33,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 1"
04:b0:e7:4a:21:00,MSK-UPO-13-FL02_2100,10.14.8.16,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 2"
04:b0:e7:49:e2:00,MSK-UPO-13-FL03_AP21,10.14.8.13,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 3"
a8:ca:7b:b8:27:80,UP-3.3.3-2780,10.14.4.134,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
74:5a:aa:e4:2a:a0,745a-aae4-2aa0,10.14.4.7,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:0c:80,UPO12-B03-FL04_0c80,10.14.4.2,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
74:5a:aa:e4:30:20,745a-aae4-3020,10.14.4.147,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:e9:a0,UPO12-B03-FL02-AP-13,10.14.4.20,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:ec:a0,UPO12-B03-FL02-AP-04,10.14.4.19,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:e3:a0,UPO12-B01-FL05-AP-23,10.14.1.117,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 5"
88:66:39:04:24:20,UPO12-B03-FL03_2420,10.14.4.14,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:e9:80,UPO12-B03-FL03_e980,10.14.4.10,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:08:20,UPO12-B03-FL03_0820,10.14.4.13,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:24:00,UPO12-B03-FL03_2400,10.14.4.17,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
bc:62:0e:2f:93:00,bc62-0e2f-9300,10.14.4.12,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:09:a0,UPO12-B03-FL03_09a0,10.14.4.146,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:1e:40,UPO12-B03-FL03_1e40,10.14.4.3,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:eb:c0,UPO12-B03-FL02-AP-02,10.14.4.22,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:ed:40,04b0-e749-ed40,10.14.4.18,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:e8:e0,UPO12-B03-FL03_e8e0,10.14.4.21,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:07:20,UPO12-B03-FL03_0720,10.14.4.26,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:ed:20,04b0-e749-ed20,10.14.4.148,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:ea:40,UPO12-B03-FL03_ea40,10.14.4.139,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:03:de:40,8866-3903-de40,10.14.4.1,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:23:40,UPO12-B03-FL03_2340,10.14.4.11,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:05:40,UPO12-B01-FL04-AP-01,10.14.1.124,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 4"
88:66:39:04:0f:a0,UPO12-B01-FL02-AP-26,10.14.1.121,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
88:66:39:04:0f:80,UPO12-B01-FL02-AP-24,10.14.1.120,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:e7:c0,UPO12-B01-FL03-AP-20,10.14.1.119,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 3"
04:b0:e7:49:e8:00,04b0-e749-e800,10.14.4.138,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:03:fb:60,8866-3903-fb60,10.14.4.24,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:0b:a0,UPO12-B03-FL04_0ba0,10.14.4.133,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
04:b0:e7:49:e6:80,UPO12-B01-FL03-AP-21,10.14.1.122,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 3"
04:b0:e7:49:ea:c0,UPO12-B03-FL02-AP-06,10.14.4.127,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:ea:20,UPO12-B03-FL02-AP-07,10.14.4.144,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
88:66:39:04:0c:60,UPO12-B03-FL04_0c60,10.14.4.145,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1"
88:66:39:04:01:a0,UPO12-B01-FL02-AP-29,10.14.1.118,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
04:b0:e7:49:ed:a0,UPO12-B03-FL02-AP-08,10.14.4.136,"г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 2"
