Total AP information:
fault : fault           [56]
idle  : idle            [9]
nor   : normal          [2305]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
1043  a8ca-7bb8-0ee0 MSK-V23-1.328-0ee0                  MSK-V19                 -               AP5030DN        fault  0   -                -
1044  bc62-0e2f-7d80 MSK-V23-1.330-7d80                  MSK-V19                 -               AP5030DN        fault  0   -                -
1045  bc62-0e2f-8860 MSK-V23-1.345-8860                  MSK-V23                 -               AP5030DN        fault  0   -                -
1046  bc62-0e2f-8900 MSK-CG-AP.8900                      MSK-CG                  25.28.252.199   AP5030DN        nor    0   92D:18H:44M:31S  -
1047  bc62-0e2f-6e60 MSK-V19-A-06_013                    MSK-V19                 10.22.148.159   AP5030DN        nor    1   99D:14H:36M:10S  -
1048  745a-aae4-34c0 MSK-V19-B-06_B.6.66.1               MSK-V19                 10.22.148.252   AP5130DN        nor    0   99D:14H:36M:1S   -
1049  bc62-0e2f-6760 MSK-CG-SivVr-3fl-1                  MSK-CG                  25.18.1.237     AP5030DN        nor    0   28D:7H:8M:1S     -
1050  745a-aae4-4840 MSK-V19-C-01-010                    MSK-V19                 10.22.148.101   AP5130DN        nor    2   99D:14H:35M:48S  -
1051  745a-aae4-3a80 MSK-V19-C-01-009                    MSK-V19                 10.22.148.143   AP5130DN        nor    3   99D:14H:36M:11S  -
1052  745a-aae4-3fc0 MSK-V19-C-01-007                    MSK-V19                 10.22.148.110   AP5130DN        nor    0   99D:14H:36M:3S   -
1053  bc62-0e2f-6800 MSK-CG-Sush-426                     MSK-CG                  25.32.20.117    AP5030DN        nor    4   92D:18H:42M:34S  -
1054  bc62-0e2f-9880 MSK-CG-Sush-424                     MSK-CG                  25.32.20.118    AP5030DN        nor    1   92D:18H:42M:17S  -
1055  a8ca-7bb8-20e0 MSK-V19-A-07-Rafalovsky-Pereg       MSK-V19                 10.22.148.93    AP5030DN        nor    1   99D:14H:36M:18S  -
1056  a8ca-7bb8-1d80 MSK-CG-SivVr-2fl-1                  MSK-CG                  25.18.1.239     AP5030DN        nor    2   28D:7H:9M:35S    -
1057  bc62-0e2f-6e20 MSK-VOLG92-404                      MSK-CG                  -               AP5030DN        fault  0   -                -
1058  bc62-0e2f-98e0 MSK-V19-U1.340-Hranilishe           MSK-V19                 10.22.148.36    AP5030DN        nor    0   99D:14H:36M:13S  -
1059  bc62-0e2f-9920 MSK-V19-A-14_A14.62-2               MSK-V19                 10.22.148.220   AP5030DN        nor    0   99D:14H:35M:59S  -
1060  bc62-0e2f-66a0 MSK-V19-A-14_A14.57-2               MSK-V19                 10.22.148.98    AP5030DN        nor    0   99D:14H:35M:57S  -
1061  bc62-0e2f-66e0 MSK-V19-A-14_A14.63-2               MSK-V19                 10.22.148.243   AP5030DN        nor    2   99D:14H:36M:51S  -
1062  bc62-0e2f-6660 MSK-V19-A-14_A14.65-2               MSK-V19                 10.22.148.38    AP5030DN        nor    0   99D:14H:36M:48S  -
1063  bc62-0e2f-6620 MSK-V19-A-14_A14.61-2               MSK-V19                 10.22.148.77    AP5030DN        nor    2   99D:14H:37M:1S   -
1064  bc62-0e2f-6780 MSK-V19-A-14_A14.64-2               MSK-V19                 10.22.148.94    AP5030DN        nor    2   99D:14H:36M:59S  -
1065  bc62-0e2f-98c0 MSK-V19-A-14_A14.59-2               MSK-V19                 10.22.148.86    AP5030DN        nor    1   99D:14H:36M:52S  -
1066  bc62-0e2f-9a60 MSK-V19-A-14_A14.60-2               MSK-V19                 10.22.148.3     AP5030DN        nor    3   99D:14H:37M:5S   -
1067  bc62-0e2f-7f00 MSK-V19-D-02-Ohrana_1.32            MSK-V19                 10.22.148.28    AP5030DN        nor    0   5D:23H:44M:37S   -
1068  bc62-0e2f-65c0 MSK-V19-A-14_A14.59-1               MSK-V19                 10.22.148.99    AP5030DN        nor    0   99D:14H:36M:49S  -
1069  bc62-0e2f-66c0 MSK-V19-A-14_A14.63-1               MSK-V19                 10.22.148.5     AP5030DN        nor    2   99D:14H:36M:56S  -
1070  bc62-0e2f-9980 MSK-V19-A-14_A14.61-1               MSK-V19                 10.22.148.30    AP5030DN        nor    1   99D:14H:36M:59S  -
1071  745a-aae4-2000 MSK-V19-B-10-10.18                  MSK-V19                 10.22.148.204   AP5130DN        nor    4   99D:14H:36M:48S  -
1072  745a-aae4-47a0 MSK-V19-B-10-10.19                  MSK-V19                 10.22.148.6     AP5130DN        nor    1   99D:14H:37M:10S  -
1073  745a-aae4-48a0 MSK-V19-B-10-10.9                   MSK-V19                 10.22.148.4     AP5130DN        nor    0   99D:14H:37M:13S  -
1074  a8ca-7ba9-d400 MSK-V19-B-10-10.20                  MSK-V19                 10.22.148.207   AP5130DN        nor    1   99D:14H:37M:3S   -
1075  745a-aae4-3860 MSK-V19-B-10-10.22                  MSK-V19                 10.22.148.46    AP5130DN        nor    0   99D:14H:37M:9S   -
1076  745a-aae4-4a20 MSK-V19-B-10-10.7                   MSK-V19                 10.22.148.134   AP5130DN        nor    1   99D:14H:36M:51S  -
1077  745a-aae4-1840 MSK-V19-B-10-10.11                  MSK-V19                 10.22.148.70    AP5130DN        nor    0   99D:14H:36M:55S  -
1078  745a-aae4-4720 MSK-V19-B-10-10.13                  MSK-V19                 10.22.148.10    AP5130DN        nor    5   99D:14H:37M:1S   -
1079  745a-aae4-4580 MSK-V19-B-10-10.14                  MSK-V19                 10.22.148.206   AP5130DN        nor    4   99D:14H:37M:10S  -
1080  745a-aae4-1680 MSK-V19-B-10-10.12                  MSK-V19                 10.22.148.144   AP5130DN        nor    0   99D:14H:36M:54S  -
1081  04b0-e72d-c7c0 MSK-V23-10.232-e72d-c7c0            MSK-V19                 10.14.240.26    AP6050DN        nor    0   20D:22H:32M:24S  -
1082  04b0-e72d-c780 MSK-CG-AP.c780                      MSK-CG                  10.14.240.34    AP6050DN        nor    3   20D:22H:32M:18S  -
1083  04b0-e72d-9a80 MSK-V23-10.238-e72d-9a80            MSK-V19                 10.14.240.21    AP6050DN        nor    4   20D:22H:32M:15S  -
1084  04b0-e72d-b420 MSK-V23-10.211-e72d-b420            MSK-V19                 10.14.240.22    AP6050DN        nor    0   20D:11H:52M:41S  -
1085  04b0-e72d-cac0 MSK-V23-1.211-e72d-cac0             MSK-V23                 -               AP6050DN        fault  0   -                -
1086  04b0-e72d-94c0 MSK-V23-1.236-e72d-94c0             MSK-V23                 -               AP6050DN        fault  0   -                -
1087  04b0-e72d-c760 MSK-V23-1.305-e72d-c760             MSK-V19                 -               AP6050DN        fault  0   -                -
1088  04b0-e72d-6700 MSK-V23-1.206-e72d-6700             MSK-V23                 -               AP6050DN        fault  0   -                -
1089  0425-c5de-3040 MSK-O41-FL12-AP..3040               MSK-O41-FL12            10.17.193.197   AP6150DN        nor    0   104D:13H:25M:51S -
1090  0425-c55a-9f40 MSK-O41-FL12-AP..9f40               MSK-O41-FL12            10.17.193.200   AP6150DN        nor    1   104D:13H:25M:44S -
1091  d0d0-4bd3-7da0 MSK-O41-FL12-AP..7da0               MSK-O41-FL12            10.17.193.212   AP5130DN        nor    0   104D:13H:31M:13S -
1092  0006-f4c9-caf0 MSK-O41-FL12-AP..caf0               MSK-O41-FL12            10.17.193.199   AP5130DN        nor    3   104D:13H:31M:7S  -
1093  d0d0-4bd3-7ce0 MSK-O41-FL12-AP..7ce0               MSK-O41-FL12            10.17.193.249   AP5130DN        nor    0   104D:13H:31M:16S -
1094  0425-c5de-2300 MSK-O41-FL12-AP..2300               MSK-O41-FL12            10.17.193.213   AP6150DN        nor    0   104D:13H:25M:50S -
1095  0425-c55a-9cc0 MSK-O41-FL12-AP..9cc0               MSK-O41-FL12            10.17.193.214   AP6150DN        nor    0   104D:13H:25M:43S -
1096  0425-c5de-2360 MSK-O41-FL12-AP..2360               MSK-O41-FL12            10.17.193.205   AP6150DN        nor    0   104D:13H:25M:45S -
1097  0425-c55a-9c40 MSK-O41-FL12-AP..9c40               MSK-O41-FL12            10.17.193.206   AP6150DN        nor    0   104D:13H:25M:46S -
1098  0425-c5de-3200 MSK-O41-FL12-AP..3200               MSK-O41-FL12            10.17.193.196   AP6150DN        nor    0   104D:13H:25M:46S -
1099  0425-c5de-30c0 MSK-O41-FL12-AP..30c0               MSK-O41-FL12            10.17.193.224   AP6150DN        nor    0   104D:13H:24M:40S -
1100  d494-e804-82c0 MSK-O41-CG-AP..82c0                 MSK-O41-CG              10.17.197.144   AP5130DN        nor    0   30D:15H:3M:54S   -
1101  0425-c55a-a7c0 MSK-O41-FL12-AP..a7c0               MSK-O41-FL12            10.17.193.215   AP6150DN        nor    0   104D:13H:24M:37S -
1102  bc62-0e2f-7a20 MSK-KNP-CG-AP..7a20                 MSK-KNP-CG              10.14.250.66    AP5030DN        nor    0   104D:12H:13M:40S -
1103  0425-c55a-a500 MSK-O41-FL12-AP..a500               MSK-O41-FL12            10.17.193.207   AP6150DN        nor    1   104D:13H:24M:51S -
1104  0425-c5de-3080 MSK-O41-FL12-AP..3080               MSK-O41-FL12            10.17.193.198   AP6150DN        nor    0   104D:13H:25M:13S -
1105  bc62-0e2f-6280 MSK-O41-CG-AP..6280                 MSK-O41-CG              10.17.198.72    AP5030DN        nor    0   104D:14H:11M:4S  -
1106  0425-c5de-24a0 MSK-O41-FL12-AP..24a0               MSK-O41-FL12            10.17.193.241   AP6150DN        nor    1   104D:13H:25M:4S  -
1107  0425-c5de-3420 MSK-O41-FL12-AP..3420               MSK-O41-FL12            10.17.193.220   AP6150DN        nor    0   104D:13H:24M:42S -
1108  0425-c5de-23a0 MSK-O41-FL12-AP..23a0               MSK-O41-FL12            10.17.193.217   AP6150DN        nor    0   104D:13H:24M:38S -
1109  0425-c5de-2420 MSK-O41-FL12-AP..2420               MSK-O41-FL12            10.17.193.216   AP6150DN        nor    0   104D:13H:24M:47S -
1110  0425-c5de-32a0 MSK-O41-FL12-AP..32a0               MSK-O41-FL12            10.17.193.204   AP6150DN        nor    0   104D:13H:24M:44S -
1111  0425-c5de-2540 MSK-O41-FL12-AP..2540               MSK-O41-FL12            10.17.193.225   AP6150DN        nor    0   104D:13H:24M:45S -
1112  0425-c5de-3340 MSK-O41-FL12-AP..3340               MSK-O41-FL12            10.17.193.226   AP6150DN        nor    0   104D:13H:24M:49S -
1113  0425-c5de-2400 MSK-O41-FL12-AP..2400               MSK-O41-FL12            10.17.193.194   AP6150DN        nor    0   104D:13H:24M:44S -
1114  0425-c5de-2520 MSK-O41-FL12-AP..2520               MSK-O41-FL12            10.17.193.209   AP6150DN        nor    0   104D:13H:25M:3S  -
1115  0425-c5de-3280 MSK-O41-FL12-AP..3280               MSK-O41-FL12            10.17.193.251   AP6150DN        nor    0   104D:13H:24M:44S -
1116  0425-c5de-2440 MSK-O41-FL12-AP..2440               MSK-O41-FL12            10.17.193.221   AP6150DN        nor    0   104D:13H:24M:46S -
1117  0425-c5de-1ee0 MSK-O41-FL12-AP..1ee0               MSK-O41-FL12            10.17.193.203   AP6150DN        nor    0   104D:13H:24M:50S -
1118  0425-c5de-1dc0 MSK-O41-FL12-AP..1dc0               MSK-O41-FL12            10.17.193.193   AP6150DN        nor    0   104D:13H:24M:44S -
1119  0425-c5de-2000 MSK-O41-FL12-AP..2000               MSK-O41-FL12            10.17.193.210   AP6150DN        nor    0   104D:13H:24M:30S -
1120  0425-c55a-9c20 MSK-O41-CG-AP..9c20                 MSK-O41-CG              10.17.198.21    AP6150DN        nor    0   104D:13H:44M:50S -
1121  0425-c55a-9de0 MSK-O41-FL12-AP..9de0               MSK-O41-FL12            10.17.193.202   AP6150DN        nor    0   104D:13H:24M:51S -
1122  0425-c5de-3020 MSK-O41-FL12-AP..3020               MSK-O41-FL12            10.17.193.219   AP6150DN        nor    0   104D:13H:24M:40S -
1123  bc62-0e2f-6360 MSK-O41-CG-AP..6360                 MSK-O41-CG              10.17.198.74    AP5030DN        nor    0   104D:13H:50M:23S -
1124  bc62-0e2f-6300 MSK-O41-CG-AP..6300                 MSK-O41-CG              10.17.198.78    AP5030DN        nor    2   104D:13H:50M:34S -
1125  0425-c5de-2480 MSK-O41-FL14-AP..2480               MSK-O41-FL14            10.17.194.84    AP6150DN        nor    2   104D:13H:24M:41S -
1126  0425-c5de-2280 MSK-O41-FL14-AP..2280               MSK-O41-FL14            10.17.194.82    AP6150DN        nor    0   104D:13H:24M:41S -
1127  0425-c5de-22c0 MSK-O41-FL14-AP..22c0               MSK-O41-FL14            10.17.194.81    AP6150DN        nor    0   104D:13H:24M:32S -
1128  0425-c5de-2560 MSK-O41-FL14-AP..2560               MSK-O41-FL14            10.17.194.70    AP6150DN        nor    0   104D:13H:24M:36S -
1129  0425-c5de-22e0 MSK-O41-FL14-AP..22e0               MSK-O41-FL14            10.17.194.74    AP6150DN        nor    0   104D:13H:24M:28S -
1130  0425-c5de-26c0 MSK-O41-FL14-AP..26c0               MSK-O41-FL14            10.17.194.78    AP6150DN        nor    0   104D:13H:24M:27S -
1131  0425-c5de-20e0 MSK-O41-FL14-AP..20e0               MSK-O41-FL14            10.17.194.77    AP6150DN        nor    1   104D:13H:24M:20S -
1132  bc62-0e2f-6340 bc62-0e2f-6340                      MSK-O41-CG              10.17.198.65    AP5030DN        nor    0   104D:13H:50M:27S -
1133  0425-c5de-2880 MSK-O41-FL14-AP..2880               MSK-O41-FL14            10.17.194.88    AP6150DN        nor    0   104D:13H:24M:15S -
1134  0425-c5de-23e0 MSK-O41-FL14-AP..23e0               MSK-O41-FL14            10.17.194.89    AP6150DN        nor    0   104D:13H:24M:36S -
1135  bc62-0e2f-6720 MSK-O41-CG-AP..6720                 MSK-O41-CG              10.17.198.73    AP5030DN        nor    0   104D:13H:50M:23S -
1136  0425-c5de-2600 MSK-O41-FL14-AP..2600               MSK-O41-FL14            10.17.194.67    AP6150DN        nor    1   104D:13H:24M:35S -
1137  0006-f4ca-3550 MSK-O41-CG-AP..3550                 MSK-O41-CG              10.17.197.130   AP5130DN        nor    0   30D:15H:3M:53S   -
1138  0006-f4ca-38b0 MSK-O41-FL14-AP..38b0               MSK-O41-FL14            10.17.194.68    AP5130DN        nor    2   104D:13H:30M:1S  -
1139  0425-c5de-1c80 MSK-O41-CG-AP..1c80                 MSK-O41-CG              10.17.194.207   AP6150DN        nor    0   15H:9M:40S       -
1140  0006-f4c9-e7f0 MSK-O41-CG-AP..e7f0                 MSK-O41-CG              10.17.194.131   AP5130DN        nor    0   104D:13H:50M:26S -
1141  0006-f4ca-3370 MSK-O41-CG-AP..3370                 MSK-O41-CG              10.17.194.171   AP5130DN        nor    0   104D:13H:50M:22S -
1142  0006-f4ca-6870 MSK-O41-CG-AP..6870                 MSK-O41-CG              10.17.194.141   AP5130DN        nor    0   104D:13H:50M:27S -
1143  0425-c5de-2ee0 MSK-O41-CG-AP..2ee0                 MSK-O41-CG              10.17.194.135   AP6150DN        nor    0   104D:13H:44M:50S -
1144  0425-c5de-2fa0 MSK-O41-CG-AP..2fa0                 MSK-O41-CG              10.17.194.175   AP6150DN        nor    1   104D:13H:45M:6S  -
1145  0425-c5de-2b40 MSK-O41-CG-AP..2b40                 MSK-O41-CG              10.17.194.136   AP6150DN        nor    0   104D:13H:45M:1S  -
1146  0425-c5de-2dc0 MSK-O41-CG-AP..2dc0                 MSK-O41-CG              10.17.194.144   AP6150DN        nor    0   104D:13H:45M:1S  -
1147  0425-c5de-2be0 MSK-O41-CG-AP..2be0                 MSK-O41-CG              10.17.194.143   AP6150DN        nor    0   104D:13H:44M:50S -
1148  0425-c5de-2c20 MSK-O41-CG-AP..2c20                 MSK-O41-CG              10.17.194.142   AP6150DN        nor    0   104D:13H:45M:3S  -
1149  0425-c5de-2b60 MSK-O41-CG-AP..2b60                 MSK-O41-CG              10.17.194.132   AP6150DN        nor    0   104D:13H:45M:18S -
1150  0425-c5de-2c00 MSK-O41-CG-AP..2c00                 MSK-O41-CG              10.17.194.168   AP6150DN        nor    0   104D:13H:44M:50S -
1151  0425-c5de-2f20 MSK-O41-CG-AP..2f20                 MSK-O41-CG              10.17.194.172   AP6150DN        nor    0   104D:13H:42M:3S  -
1152  0425-c5de-2c40 MSK-O41-FL12-AP..2c40               MSK-O41-FL12            10.17.194.130   AP6150DN        nor    0   104D:13H:24M:41S -
1153  bc62-0e2f-8e80 MSK-O41-FL14-AP..8e80               MSK-O41-FL14            10.17.194.80    AP5030DN        nor    2   104D:13H:29M:55S -
1154  bc62-0e2f-99e0 MSK-O41-FL14-AP..99e0               MSK-O41-FL14            10.17.194.71    AP5030DN        nor    0   104D:13H:30M:1S  -
1155  0006-f4ca-6850 MSK-O41-CG-AP..6850                 MSK-O41-CG              10.17.194.200   AP5130DN        nor    0   15H:9M:19S       -
1156  0006-f4c9-cc10 MSK-O41-CG-AP..cc10                 MSK-O41-CG              10.17.194.194   AP5130DN        nor    0   15H:9M:27S       -
1157  0006-f4ca-67f0 MSK-O41-CG-AP..67f0                 MSK-O41-CG              10.17.194.208   AP5130DN        nor    0   15H:9M:23S       -
1158  8866-3903-f060 MSK-BA6-AP..f060                    MSK-BA6                 10.14.234.10    AP6150DN        nor    1   11D:1H:22M:48S   -
1159  0006-f4ca-64f0 MSK-O41-CG-AP..64f0                 MSK-O41-CG              10.17.194.236   AP5130DN        nor    0   15H:9M:28S       -
1160  0006-f4c9-d1b0 MSK-O41-CG-AP..d1b0                 MSK-O41-CG              10.17.194.195   AP5130DN        nor    1   15H:9M:28S       -
1161  0006-f4ca-6350 MSK-O41-CG-AP..6350                 MSK-O41-CG              10.17.194.193   AP5130DN        nor    0   15H:9M:26S       -
1162  0006-f4c9-cdd0 MSK-O41-CG-AP..cdd0                 MSK-O41-CG              10.17.194.205   AP5130DN        nor    2   15H:9M:26S       -
1163  0006-f4ca-6450 MSK-O41-CG-AP..6450                 MSK-O41-CG              10.17.194.196   AP5130DN        nor    0   15H:9M:24S       -
1164  0006-f4ca-6890 MSK-O41-CG-AP..6890                 MSK-O41-CG              10.17.194.199   AP5130DN        nor    0   15H:9M:20S       -
1165  0006-f4ca-64b0 MSK-O41-CG-AP..64b0                 MSK-O41-CG              10.17.194.201   AP5130DN        nor    0   15H:9M:18S       -
1166  0425-c5de-31e0 MSK-O41-CG-AP..31e0                 MSK-O41-CG              10.17.195.8     AP6150DN        nor    1   15H:36M:4S       -
1167  0006-f4c9-d0b0 MSK-O41-CG-AP..d0b0                 MSK-O41-CG              10.17.194.206   AP5130DN        nor    0   15H:9M:21S       -
1168  0006-f4ca-6830 MSK-O41-CG-AP..6830                 MSK-O41-CG              10.17.194.209   AP5130DN        nor    0   15H:9M:21S       -
1169  04b0-e74a-28a0 MSK-BA8-AP..28a0                    MSK-BA8                 10.17.197.2     AP6150DN        nor    0   20H:8M:19S       -
1170  0425-c5de-29a0 MSK-O41-CG-AP..29a0                 MSK-O41-CG              10.17.195.7     AP6150DN        nor    0   15H:36M:10S      -
1171  0425-c5de-2120 MSK-O41-CG-AP..2120                 MSK-O41-CG              10.17.195.4     AP6150DN        nor    1   15H:36M:8S       -
1172  c0bf-c0a6-c7a0 MSK-O41-CG-AP..c7a0                 MSK-O41-CG              10.17.197.1     AP6150DN        nor    0   20H:8M:22S       -
1173  0425-c5de-2800 MSK-O41-CG-AP..2800                 MSK-O41-CG              10.17.197.8     AP6150DN        nor    0   20H:8M:18S       -
1174  0425-c5de-2140 MSK-O41-CG-AP..2140                 MSK-O41-CG              10.17.195.15    AP6150DN        nor    0   15H:36M:12S      -
1175  0425-c5de-2a80 MSK-O41-CG-AP..2a80                 MSK-O41-CG              10.17.195.5     AP6150DN        nor    5   15H:35M:58S      -
1176  0006-f4c9-d230 MSK-O41-CG-AP..d230                 MSK-O41-CG              10.17.194.203   AP5130DN        nor    1   15H:9M:31S       -
1177  0425-c5de-1d80 MSK-O41-CG-AP..1d80                 MSK-O41-CG              10.17.194.198   AP6150DN        nor    0   15H:9M:39S       -
1178  0425-c5de-1e40 MSK-O41-CG-AP..1e40                 MSK-O41-CG              10.17.194.204   AP6150DN        nor    0   15H:9M:48S       -
1179  0425-c5de-3140 MSK-O41-CG-AP..3140                 MSK-O41-CG              10.17.194.202   AP6150DN        nor    0   15H:9M:41S       -
1180  0425-c5de-3160 MSK-O41-CG-AP..3160                 MSK-O41-CG              10.17.194.213   AP6150DN        nor    0   15H:9M:41S       -
1181  0425-c5de-2220 MSK-O41-CG-AP..2220                 MSK-O41-CG              10.17.195.67    AP6150DN        nor    3   16H:0M:39S       -
1182  0425-c5de-1e60 MSK-O41-CG-AP..1e60                 MSK-O41-CG              10.17.195.68    AP6150DN        nor    0   16H:0M:29S       -
1183  0425-c5de-2260 MSK-O41-CG-AP..2260                 MSK-O41-CG              10.17.195.71    AP6150DN        nor    0   16H:0M:34S       -
1184  0425-c5de-1e20 MSK-O41-CG-AP..1e20                 MSK-O41-CG              10.17.195.66    AP6150DN        nor    0   16H:0M:34S       -
1185  0425-c5de-21e0 MSK-O41-CG-AP..21e0                 MSK-O41-CG              10.17.195.72    AP6150DN        nor    7   16H:0M:33S       -
1186  c0bf-c0a6-cd00 MSK-O41-CG-AP..cd00                 MSK-O41-CG              10.17.197.3     AP6150DN        nor    0   20H:8M:23S       -
1187  0425-c5de-2060 MSK-O41-CG-AP..2060                 MSK-O41-CG              10.17.195.3     AP6150DN        nor    1   15H:36M:12S      -
1188  0425-c5de-2960 MSK-O41-CG-AP..2960                 MSK-O41-CG              10.17.195.201   AP6150DN        nor    0   17H:37M:48S      -
1189  0425-c5de-30e0 MSK-BA8-AP..30e0                    MSK-BA8                 10.17.197.7     AP6150DN        nor    0   20H:8M:7S        -
1190  04b0-e74a-3180 MSK-O41-CG-AP..3180                 MSK-O41-CG              10.17.197.10    AP6150DN        nor    0   20H:8M:17S       -
1191  04b0-e74a-3140 MSK-KNP-CG-AP..3140                 MSK-KNP-CG              10.17.197.4     AP6150DN        nor    1   20H:8M:26S       -
1192  0006-f4c9-cbb0 MSK-O41-CG-AP..cbb0                 MSK-O41-CG              10.17.195.10    AP5130DN        nor    0   15H:36M:7S       -
1193  0006-f4ca-30b0 MSK-O41-CG-AP..30b0                 MSK-O41-CG              10.17.195.19    AP5130DN        nor    3   15H:36M:8S       -
1194  0006-f4ca-65d0 MSK-O41-CG-AP..65d0                 MSK-O41-CG              10.17.195.16    AP5130DN        nor    0   15H:36M:9S       -
1195  0006-f4ca-3350 MSK-O41-CG-AP..3350                 MSK-O41-CG              10.17.195.12    AP5130DN        nor    4   15H:36M:1S       -
1196  c0bf-c0a6-cba0 MSK-KNP-CG-AP..cba0                 MSK-KNP-CG              10.17.197.5     AP6150DN        nor    0   20H:8M:18S       -
1197  0006-f4c9-d110 MSK-O41-CG-AP..d110                 MSK-O41-CG              10.17.195.73    AP5130DN        nor    1   16H:0M:7S        -
1198  0425-c5de-21a0 MSK-O41-CG-AP..21a0                 MSK-O41-CG              10.17.195.2     AP6150DN        nor    0   15H:36M:5S       -
1199  0006-f4ca-6430 MSK-O41-CG-AP..6430                 MSK-O41-CG              10.17.195.74    AP5130DN        nor    1   16H:0M:5S        -
1200  0425-c5de-21c0 MSK-O41-CG-AP..21c0                 MSK-O41-CG              10.17.195.17    AP6150DN        nor    1   15H:36M:8S       -
1201  c0bf-c0a6-c760 MSK-O41-CG-AP..c760                 MSK-O41-CG              10.17.197.9     AP6150DN        nor    0   20H:8M:23S       -
1202  0425-c5de-2160 MSK-O41-CG-AP..2160                 MSK-O41-CG              10.17.195.1     AP6150DN        nor    0   15H:36M:10S      -
1203  0006-f4c9-f030 MSK-O41-CG-AP..f030                 MSK-O41-CG              10.17.195.79    AP5130DN        nor    5   16H:0M:9S        -
1204  0006-f4ca-6390 MSK-O41-CG-AP..6390                 MSK-O41-CG              10.17.195.110   AP5130DN        nor    5   16H:0M:8S        -
1205  0006-f4ca-63b0 MSK-O41-CG-AP..63b0                 MSK-O41-CG              10.17.195.80    AP5130DN        nor    4   16H:0M:19S       -
1206  0425-c5de-2ba0 MSK-O41-CG-AP..2ba0                 MSK-O41-CG              10.17.195.82    AP6150DN        nor    1   16H:0M:32S       -
1207  0425-c5de-2980 MSK-O41-CG-AP..2980                 MSK-O41-CG              10.17.195.77    AP6150DN        nor    0   16H:0M:34S       -
1208  0425-c5de-1d00 MSK-O41-CG-AP..1d00                 MSK-O41-CG              10.17.195.81    AP6150DN        nor    0   16H:0M:34S       -
1209  0425-c5de-2200 MSK-O41-CG-AP..2200                 MSK-O41-CG              10.17.195.69    AP6150DN        nor    0   16H:0M:39S       -
1210  0425-c5de-2a20 MSK-O41-CG-AP..2a20                 MSK-O41-CG              10.17.195.109   AP6150DN        nor    0   16H:0M:35S       -
1211  0425-c5de-1d40 MSK-O41-CG-AP..1d40                 MSK-O41-CG              10.17.195.78    AP6150DN        nor    0   16H:0M:34S       -
1212  0425-c5de-1ea0 MSK-O41-CG-AP..1ea0                 MSK-O41-CG              10.17.195.76    AP6150DN        nor    0   16H:0M:37S       -
1213  0425-c5de-2240 MSK-O41-CG-AP..2240                 MSK-O41-CG              10.17.195.106   AP6150DN        nor    0   16H:0M:39S       -
1214  0425-c5de-2100 MSK-O41-CG-AP..2100                 MSK-O41-CG              10.17.195.83    AP6150DN        nor    0   16H:0M:35S       -
1215  0006-f4ca-3590 MSK-O41-CG-AP..3590                 MSK-O41-CG              10.17.195.138   AP5130DN        nor    0   16H:53M:1S       -
1216  0006-f4c9-e8b0 MSK-O41-CG-AP..e8b0                 MSK-O41-CG              10.17.195.130   AP5130DN        nor    1   16H:53M:7S       -
1217  0006-f4ca-37d0 MSK-O41-CG-AP..37d0                 MSK-O41-CG              10.17.195.140   AP5130DN        nor    0   16H:52M:58S      -
1218  0006-f4c9-fd10 MSK-O41-CG-AP..fd10                 MSK-O41-CG              10.17.195.149   AP5130DN        nor    0   16H:53M:10S      -
1219  0006-f4c9-eeb0 MSK-O41-CG-AP..eeb0                 MSK-O41-CG              10.17.195.132   AP5130DN        nor    0   16H:53M:8S       -
1220  0006-f4c9-e790 MSK-O41-CG-AP..e790                 MSK-O41-CG              10.17.195.134   AP5130DN        nor    0   16H:53M:4S       -
1221  0006-f4ca-3810 MSK-O41-CG-AP..3810                 MSK-O41-CG              10.17.195.151   AP5130DN        nor    0   16H:53M:5S       -
1222  0006-f4ca-3490 MSK-O41-CG-AP..3490                 MSK-O41-CG              10.17.195.131   AP5130DN        nor    0   16H:53M:10S      -
1223  0006-f4c9-e750 MSK-O41-CG-AP..e750                 MSK-O41-CG              10.17.195.152   AP5130DN        nor    0   16H:53M:10S      -
1224  0006-f4c9-ddd0 MSK-O41-CG-AP..ddd0                 MSK-O41-CG              10.17.195.146   AP5130DN        nor    0   16H:53M:6S       -
1225  0006-f4ca-3970 MSK-O41-CG-AP..3970                 MSK-O41-CG              10.17.195.145   AP5130DN        nor    0   16H:53M:5S       -
1226  0006-f4c9-dc30 MSK-O41-CG-AP..dc30                 MSK-O41-CG              10.17.195.144   AP5130DN        nor    0   16H:53M:10S      -
1227  0006-f4c9-efb0 MSK-O41-CG-AP..efb0                 MSK-O41-CG              10.17.195.147   AP5130DN        nor    0   16H:53M:4S       -
1228  0006-f4ca-3790 MSK-O41-CG-AP..3790                 MSK-O41-CG              10.17.195.148   AP5130DN        nor    0   16H:53M:5S       -
1229  0006-f4ca-3870 MSK-O41-CG-AP..3870                 MSK-O41-CG              10.17.195.136   AP5130DN        nor    0   16H:53M:9S       -
1230  0006-f4ca-3510 MSK-O41-CG-AP..3510                 MSK-O41-CG              10.17.195.143   AP5130DN        nor    0   16H:53M:11S      -
